ingredient_id,original_text,name,norm_name,name_confidence,amount,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
3242,TJ's Sea Salt Crystals,Sea Salt Crystals,sea salt crystals,0.987514,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3243,TJ's Black Peppercorns,Black Peppercorns,black peppercorns,0.990077,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3244,TJ's Everyday Seasoning,Everyday Seasoning,everyday seasoning,0.997773,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3245,1/2 cup diced TJ's Shallots,Shallots,shallots,0.986255,,,,diced,0.980414,Layered Salmon Quiche,Lunch,,,,,,,,,
3246,1 tablespoon TJ's Unsalted Butter,Unsalted Butter,butter,0.998674,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3247,5 TJ's Large Brown Eggs,Large Brown Eggs,brown eggs,0.986836,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3248,1/2 cup TJ's Heavy Cream,Heavy Cream,heavy cream,0.999046,,,,,,Layered Salmon Quiche,Lunch,,,,,,,,,
3249,"1/2 cup TJ's Frozen Chopped Spinach, defrosted and water squeezed out",Frozen Chopped Spinach,frozen spinach,0.998427,,,,defrosted and water squeezed out,0.999052,Layered Salmon Quiche,Lunch,,,,,,,,,
3250,1 package TJ's Organic Tricolor Radiatore Pasta,Organic Tricolor Radiatore Pasta,tricolor radiatore pasta,0.998742,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3251,1 1/2 cup TJ's Unsweetened Almond Beverage,Unsweetened Almond Beverage,almond beverage,0.994951,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3252,1 cup TJ's Raw Cashews,Raw Cashews,cashews,0.999462,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3253,2 cloves TJ's Garlic,Garlic,garlic,0.991325,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3254,1/3 cup TJ's Nutritional Yeast,Nutritional Yeast,nutritional yeast,0.996026,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3255,Juice of 1/2 a TJ's Lemon,a Lemon,lemon,0.356125,,,,Juice of,0.957375,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3256,1 teaspoon TJ's Turmeric Powder,Turmeric Powder,turmeric powder,0.999647,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3257,1/2 teaspoon TJ's Yellow Mustard,Yellow Mustard,yellow mustard,0.999691,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3258,1/2 teaspoon TJ's Sea Salt,Sea Salt,sea salt,0.998479,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3259,1/8 teaspoon TJ's Ground Black Pepper,Ground Black Pepper,ground black pepper,0.99118,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3260,1/8 teaspoon TJ's Smoked Paprika,Smoked Paprika,paprika,0.99938,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3261,1/8 teaspoon Cayenne Pepper,Cayenne Pepper,cayenne pepper,0.999438,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3262,Your favorite TJ's Olive Oil,Your favorite Olive Oil,extra virgin olive oil,0.992333,,,,,,Dairy Free Mac 'n Cheese,Dinner,,,,,,,,,
3263,TJ's Chile Lime Seasoning Blend,Chile Lime Seasoning Blend,chile lime seasoning blend,0.991538,,,,,,Michelada,Beverages,,,,,,,,,
3264,2 TJ's Limes,Limes,limes,0.996921,,,,,,Michelada,Beverages,,,,,,,,,
3265,1-2 ounces TJ's Bloody Mary Mixer,Bloody Mary Mixer,bloody mary mixer,0.99915,,,,,,Michelada,Beverages,,,,,,,,,
3266,TJ's Habanero Hot Sauce,Habanero Hot Sauce,habanero hot sauce,0.997916,,,,,,Michelada,Beverages,,,,,,,,,
3267,1 ice-cold can TJ's Simpler Times Lager (or your favorite lager),Simpler Times Lager,simpler times lager,0.969994,,,,,,Michelada,Beverages,,,,,,,,,
3268,1 package Uncured Apple Smoked Bacon,Uncured Apple Smoked Bacon,apple smoked bacon,0.996985,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3269,6 Trader Joe's Butter Croissants,Butter Croissants,butter croissants,0.983241,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3270,12 Tablespoons TJ's Speculoos Cookie Butter,Speculoos Cookie Butter,speculoos cookie butter,0.99973,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3271,4 large TJ's Eggs,Eggs,eggs,0.995979,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3272,1/4 cup TJ's Whole Milk,Whole Milk,whole milk,0.994462,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3273,1 to 2 Tablespoons TJ's Butter,Butter,butter,0.998067,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3274,"TJ's Organic Midnight Moo Chocolate Flavored Syrup, to taste",Organic Midnight Moo Chocolate Flavored Syrup,midnight moo chocolate flavored syrup,0.994137,,,,,,Cookie Butter & Bacon Stuffed French Toast,Desserts,,,,,,,,,
3275,1 Tbsp TJ's Chile Lime Seasoning,Chile Lime Seasoning,chile lime,0.97067,,,,,,Mangorita!,Beverages,,,,,,,,,
3276,"2 TJ's Lime (1 for .5 oz juice, 1 for garnish & glass prep)",Lime,lime,0.988603,,,,,,Mangorita!,Beverages,,,,,,,,,
3277,"1 TJ's Mango, peeled, pitted & coarsely chopped",Mango,mango,0.98233,,,,"peeled, pitted & coarsely chopped",0.977187,Mangorita!,Beverages,,,,,,,,,
3278,6 oz TJ's Margarita Mixer,Margarita Mixer,margarita mixer,0.999668,,,,,,Mangorita!,Beverages,,,,,,,,,
3279,4 oz Silver Tequila (optional),Silver Tequila,silver tequila,0.995662,,,,,,Mangorita!,Beverages,,,,,,,,,
3280,1 cup Ice,Ice,ice,0.99802,,,,,,Mangorita!,Beverages,,,,,,,,,
3281,"1/2 cup TJ's Shaved Brussels Sprouts, lightly sautéed",Shaved Brussels Sprouts,brussels sprouts,0.999474,,,,,,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,,,,,,,,,
3282,2 slices TJ's Multigrain Sliced Bread or TJ's Sprouted Wheat Sourdough Bread,Multigrain Sliced Bread Sprouted Wheat Sourdough Bread,multigrain bread sprouted wheat sourdough bread,0.8898790000000001,,,,,,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,,,,,,,,,
3283,TJ's Canola Oil Spray,Canola Oil Spray,canola oil spray,0.99597,,,,,,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,,,,,,,,,
3284,"1/2 cup TJ's Sharp Cheddar, shredded",Sharp Cheddar,sharp cheddar,0.999162,,,,shredded,0.999441,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,,,,,,,,,
3285,"2 slices TJ's Uncured Applewood Smoked Bacon, cooked",Uncured Applewood Smoked Bacon,applewood smoked bacon,0.995048,,,,cooked,0.997411,"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,,,,,,,,,
3286,"3 large TJ's Peaches, firm with a little give",Peaches,peaches,0.981956,,,,firm with a little give,0.823709,Grilled Peach Salad,Lunch,,,,,,,,,
3287,1 1/2 Tbsp TJ's Extra Virgin California Olive Oil,Extra Virgin California Olive Oil,extra virgin olive oil,0.988106,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3288,1 bag TJ's Organic Baby Spinach,Organic Baby Spinach,baby spinach,0.997597,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3289,1 cup diced TJ's Sliced Roast Chicken Breast with Rib Meat,Sliced Roast Chicken Breast with Rib Meat,roast chicken breast with rib meat,0.984426,,,,diced,0.9523,Grilled Peach Salad,Lunch,,,,,,,,,
3290,1/4 cup TJ's Organic Blueberries,Organic Blueberries,blueberries,0.998672,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3291,3 Tbsp TJ's Crumbled Goat Cheese,Crumbled Goat Cheese,goat cheese,0.99784,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3292,1/4 cup TJ's Sliced Honey Roasted Almonds,Sliced Honey Roasted Almonds,honey roasted almonds,0.970159,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3293,6 tablespoons TJ's Fat Free Balsamic Vinaigrette,Fat Free Balsamic Vinaigrette,fat free balsamic vinaigrette,0.999253,,,,,,Grilled Peach Salad,Lunch,,,,,,,,,
3294,1 Tbsp TJ's Sea Salt,Sea Salt,sea salt,0.991274,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3295,"6 TJ's Limes, 1 sliced for garnish",Limes,limes,0.97653,,,,1 sliced for garnish,0.753301,Mango Limeadita,Beverages,,,,,,,,,
3296,"1/2 cup TJ's Limeade (or TJ's Organic Jalapeño Limeade, if you enjoy a kick!)",Limeade,limeade,0.95096,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3297,3/4 cup (4 shots) TJ's Reposado Distinqt Tequila (optional),Reposado Distinqt Tequila,reposado distinqt tequila,0.996375,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3298,2 cups TJ's Organic Frozen Mango Chunks,Organic Frozen Mango Chunks,frozen mango chunks,0.998963,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3299,"1 TJ's Orange, juice only",Orange,orange,0.96426,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3300,1 Tbsp TJ's Agave Sweetener,Agave Sweetener,agave sweetener,0.989849,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3301,2 cups Ice,Ice,ice,0.998331,,,,,,Mango Limeadita,Beverages,,,,,,,,,
3302,2 slices TJ's Cinnamon Raisin Bread,Cinnamon Raisin Bread,cinnamon raisin bread,0.999697,,,,,,"Grilled Camembert, Apple & Prosciutto",Lunch,,,,,,,,,
3303,TJ's Canola Oil Spray,Canola Oil Spray,canola oil spray,0.99597,,,,,,"Grilled Camembert, Apple & Prosciutto",Lunch,,,,,,,,,
3304,"1/2 cup TJ's Camembert, rind removed",Camembert,camembert,0.994531,,,,rind removed,0.996158,"Grilled Camembert, Apple & Prosciutto",Lunch,,,,,,,,,
3305,4 slices (thin) TJ's Apple,Apple,apple,0.910479,,,,,,"Grilled Camembert, Apple & Prosciutto",Lunch,,,,,,,,,
3306,2 slices TJ's Prosciutto,Prosciutto,prosciutto,0.998555,,,,,,"Grilled Camembert, Apple & Prosciutto",Lunch,,,,,,,,,
3307,I slice of your favorite TJ's Multigrain Bread,your favorite Multigrain Bread,multigrain bread,0.987789,,,,,,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3308,1/2 cup TJ's Arugula,Arugula,arugula,0.99932,,,,,,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3309,"3 Tbsp TJ's Caved Aged Blue Cheese, crumbled",Caved Aged Blue Cheese,caved aged blue cheese,0.996724,,,,crumbled,0.998354,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3310,2 Tbsp TJ's diced Dried Apricots,diced Dried Apricots,dried apricots,0.714268,,,,,,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3311,"2 Tbsp TJ's Sweet and Spicy Pecans, chopped",Sweet and Spicy Pecans,sweet and spicy pecans,0.662085,,,,chopped,0.999287,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3312,4 Tbsp TJ's Shredded Mozzarella Cheese,Shredded Mozzarella Cheese,shredded mozzarella cheese,0.996191,,,,,,"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,,,,,,,,,
3313,1/2 bag TJ's Italian Farfalle,Italian Farfalle,italian farfalle,0.998969,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3314,1/2 package (4oz) TJ's Mascarpone,Mascarpone,mascarpone,0.99569,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3315,1/3 cup TJ's Genova Pesto,Genova Pesto,genova pesto,0.999481,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3316,1 cup TJ's Grilled Chicken Strips,Grilled Chicken Strips,chicken strips,0.999349,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3317,1 cup TJ's Roasted & Salted Pecan Halves,Roasted & Salted Pecan Halves,roasted & salted pecan halves,0.994379,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3318,1/2 package TJ's Organic Broccoli Florets (fresh not frozen),Organic Broccoli Florets,broccoli florets,0.997465,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3319,1/2 teaspoon TJ's Salt,Salt,salt,0.992068,,,,,,Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,,,,,,,,,
3320,1 box TJ's Raspberry Stars Shortbread Cookies (seasonal),Raspberry Stars Shortbread Cookies,raspberry stars shortbread cookies,0.997229,,,,,,Chocolate Dipped Raspberry Stars,Desserts,,,,,,,,,
3321,"1 TJ's 72% Dark Chocolate Pound Plus Bar, broken into small pieces",72% Dark Chocolate Pound Plus Bar,dark chocolate plus bar,0.952205,,,,broken into small pieces,0.998664,Chocolate Dipped Raspberry Stars,Desserts,,,,,,,,,
3322,1 package TJ's Dry Rubbed Bacon OR TJ's Uncured Fully Cooked Bacon,Dry Rubbed Bacon OR Uncured Fully Cooked Bacon,dry rubbed bacon or uncured fully bacon,0.829532,,,,,,Caprese BLT,Lunch,,,,,,,,,
3323,8 slices TJ's Gluten Free Whole Grain Bread,Gluten Free Whole Grain Bread,gluten free whole grain bread,0.999536,,,,,,Caprese BLT,Lunch,,,,,,,,,
3324,1 package TJ's Fresh Pre-Sliced Mozzarella Cheese Log,Fresh Pre-Sliced Mozzarella Cheese Log,pre-sliced mozzarella cheese log,0.998938,,,,,,Caprese BLT,Lunch,,,,,,,,,
3325,"4 TJ's Kumato Tomatoes, sliced",Kumato Tomatoes,kumato tomatoes,0.996798,,,,sliced,0.997216,Caprese BLT,Lunch,,,,,,,,,
3326,"TJ's Fresh Basil, rinsed and dried",Fresh Basil,basil,0.97567,,,,rinsed and dried,0.995531,Caprese BLT,Lunch,,,,,,,,,
3327,TJ's Organic Baby Lettuce,Organic Baby Lettuce,baby lettuce,0.991512,,,,,,Caprese BLT,Lunch,,,,,,,,,
3328,TJ's Glaze,Glaze,glaze,0.997451,,,,,,Caprese BLT,Lunch,,,,,,,,,
3329,TJ's Chile Lime Seasoning Blend,Chile Lime Seasoning Blend,chile lime seasoning blend,0.991538,,,,,,Joe's Bloody Mary,Beverages,,,,,,,,,
3330,4 ounces TJ's Bloody Mary Mixer,Bloody Mary Mixer,bloody mary mixer,0.99915,,,,,,Joe's Bloody Mary,Beverages,,,,,,,,,
3331,1 1/4 ounce TJ's Vodka Of The Gods,Vodka Of The Gods,vodka gods,0.999235,,,,,,Joe's Bloody Mary,Beverages,,,,,,,,,
3332,"1 TJ's Lemon, sliced",Lemon,lemon,0.993708,,,,sliced,0.997426,Joe's Bloody Mary,Beverages,,,,,,,,,
3333,"1 TJ's Celery Stalk, rinsed and trimmed",Celery,celery,0.98549,,,,rinsed and trimmed,0.999759,Joe's Bloody Mary,Beverages,,,,,,,,,
3334,"TJ's Colossal Olives Hand Stuffed With Garlic Cloves, plus one tablespoon brine from jar (optional)",Colossal Olives Hand Stuffed With Garlic Cloves,colossal olives hand stuffed with garlic cloves,0.964085,,,,,,Joe's Bloody Mary,Beverages,,,,,,,,,
3335,"1/2 of a TJ's Pound Plus 72% Dark Chocolate Bar, broken into pieces",,,,,,,broken into pieces,0.997966,Chocolate Dipped Pumpkin Pie Bites,Desserts,,,,,,,,,
3336,"1 TJ's Pumpkin Pie, frozen for 1 hour",Pumpkin Pie,pumpkin pie,0.993212,,,,frozen for 1 hour,0.715868,Chocolate Dipped Pumpkin Pie Bites,Desserts,,,,,,,,,
3337,"Crunchy garnish of your choice: Sea Salt, Sliced Almonds, Sweet & Spicy Pecans, Pistachios, Sunflower Seeds...",Crunchy garnish of your choice Sea Salt Almonds Spicy Pecans Sunflower Seeds...,crunchy garnish choice sea salt almonds spicy pecans sunflower seeds,0.7751480000000001,,,,Sliced,0.783808,Chocolate Dipped Pumpkin Pie Bites,Desserts,,,,,,,,,
3338,8 fl. oz. TJ's Organic Cold Pressed Green Juice Beverage,Organic Cold Pressed Green Juice Beverage,cold green juice beverage,0.993918,,,,,,Green Juice Smoothie,Beverages,,,,,,,,,
3339,1 heaping cup TJ's Frozen Pineapple Tidbits,Frozen Pineapple Tidbits,frozen pineapple tidbits,0.99691,,,,,,Green Juice Smoothie,Beverages,,,,,,,,,
3340,4 tablespoons TJ's Oven Toasted Old Fashioned Organic Oats,Oven Toasted Old Fashioned Organic Oats,toasted old oats,0.998635,,,,,,Green Juice Smoothie,Beverages,,,,,,,,,
3341,2 tablespoons TJ's Organic Flaxseed Meal,Organic Flaxseed Meal,meal,0.999144,,,,,,Green Juice Smoothie,Beverages,,,,,,,,,
3342,Handful ice cubes,ice cubes,ice cubes,0.997178,,,,,,Green Juice Smoothie,Beverages,,,,,,,,,
3343,1 large tub (32 oz) TJ's Honey Greek Yogurt (or four 8 oz tubs),Honey Greek Yogurt,honey greek yogurt,0.996407,,,,,,Berry Yogurt Pops,Desserts,,,,,,,,,
3344,"1 (1 lb) container TJ's Strawberries, rinsed",Strawberries,strawberries,0.912618,,,,rinsed,0.995474,Berry Yogurt Pops,Desserts,,,,,,,,,
3345,1 (12 oz) package TJ's Frozen Organic Blueberries,Frozen Organic Blueberries,frozen blueberries,0.998108,,,,,,Berry Yogurt Pops,Desserts,,,,,,,,,
3346,1 package TJ's Organic Mint,Organic Mint,mint,0.998212,,,,,,Berry Yogurt Pops,Desserts,,,,,,,,,
3347,You will also need 10 wooden craft sticks and 10 small paper cups to use as molds,,,,,,,,,Berry Yogurt Pops,Desserts,,,,,,,,,
3348,8 ounces TJ's Sparkling Cranberry Juice,Sparkling Cranberry Juice,cranberry juice,0.996637,,,,,,Fall Sparkler,Beverages,,,,,,,,,
3349,4 ounces TJ's Brewed Ginger Beer,Brewed Ginger Beer,brewed ginger beer,0.999304,,,,,,Fall Sparkler,Beverages,,,,,,,,,
3350,12 ounces TJ's Sparkling Apple Cider,Sparkling Apple Cider,apple cider,0.998447,,,,,,Fall Sparkler,Beverages,,,,,,,,,
3351,"Orange slices, for garnish (optional)",Orange slices,orange slices,0.80676,,,,,,Fall Sparkler,Beverages,,,,,,,,,
3352,2 ounces TJ's Kentucky Bourbon Straight Whiskey,Kentucky Bourbon Straight Whiskey,kentucky bourbon straight whiskey,0.99837,,,,,,Sparkling Sweet Tea & Bourbon Cocktail,Beverages,,,,,,,,,
3353,1 squeeze TJ's Multi-Floral and Clover Honey,squeeze Multi-Floral and Clover Honey,squeeze multi-floral and clover honey,0.995923,,,,,,Sparkling Sweet Tea & Bourbon Cocktail,Beverages,,,,,,,,,
3354,1 can TJ's Sparkling Black Tea with Peach Juice Beverage,Sparkling Black Tea with Peach Juice Beverage,black tea with peach juice beverage,0.999282,,,,,,Sparkling Sweet Tea & Bourbon Cocktail,Beverages,,,,,,,,,
3355,1 TJ's Lemon Slice,Lemon Slice,lemon slice,0.944444,,,,,,Sparkling Sweet Tea & Bourbon Cocktail,Beverages,,,,,,,,,
3356,TJ's Canola Oil Spray or Coconut Oil Spray,Canola Oil Spray Coconut Oil Spray,canola oil spray coconut oil spray,0.6470455,,,,,,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3357,1 box TJ's Mochi Cake Mix,Mochi Cake Mix,mochi cake mix,0.99917,,,,,,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3358,1 cup water (room temperature),water,water,0.997402,,,,(room temperature),0.982459,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3359,"4 tablespoons TJ's Salted Butter, melted",Salted Butter,butter,0.990682,,,,melted,0.998159,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3360,"2 TJ's Large Eggs, beaten",Large Eggs,eggs,0.950699,,,,beaten,0.999696,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3361,3 tablespoons TJ's Unsweetened Cocoa Powder,Unsweetened Cocoa Powder,cocoa powder,0.997921,,,,,,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3362,1 1/2 cups TJ's Semi-Sweet Chocolate Chips,Semi-Sweet Chocolate Chips,semi-sweet chocolate chips,0.999581,,,,,,Chewy Chocolate Mochi Cake,Desserts,,,,,,,,,
3363,1 tablespoon TJ's Olive Oil,Olive Oil,extra virgin olive oil,0.99969,,,,,,Beef-less Tacos,Lunch,,,,,,,,,
3364,"1/2 package TJ's Portobello Mushrooms, diced",Portobello Mushrooms,portobello mushrooms,0.999542,,,,diced,0.999212,Beef-less Tacos,Lunch,,,,,,,,,
3365,1 package TJ's Beef-less Ground Beef,Beef-less Ground Beef,beef-less ground beef,0.999686,,,,,,Beef-less Tacos,Lunch,,,,,,,,,
3366,1/2 cup plus 2 tablespoons TJ's Organic Spicy Taco Sauce,Organic Spicy Taco Sauce,spicy taco sauce,0.999312,,,,,,Beef-less Tacos,Lunch,,,,,,,,,
3367,Your favorite TJ's Tortillas,Your favorite Tortillas,tortillas,0.98381,,,,,,Beef-less Tacos,Lunch,,,,,,,,,
3368,"1/2 head of TJ's Iceberg Lettuce, shredded",Iceberg Lettuce,iceberg lettuce,0.994063,,,,shredded,0.9993,Beef-less Tacos,Lunch,,,,,,,,,
3369,"2 TJ's Roma tomatoes, diced",Roma tomatoes,roma tomatoes,0.997761,,,,diced,0.996881,Beef-less Tacos,Lunch,,,,,,,,,
3370,TJ's Mild Shredded Cheddar Cheese,Mild Shredded Cheddar Cheese,mild shredded cheddar cheese,0.998271,,,,,,Beef-less Tacos,Lunch,,,,,,,,,
3371,2 TJ's Maple Espresso Black Tea Blend teabags,Maple Espresso Black Tea Blend teabags,maple espresso black tea blend teabags,0.999177,,,,,,Maple Espresso Black Tea Latte,Beverages,,,,,,,,,
3372,"Your favorite milk or non-dairy beverage, warmed",Your favorite milk non-dairy beverage,milk non-dairy beverage,0.804389,,,,warmed,0.999613,Maple Espresso Black Tea Latte,Beverages,,,,,,,,,
3373,1 stick TJ's Unsalted Butter,Unsalted Butter,butter,0.997579,,,,,,Ridge Crispy S'moreover Bars,Desserts,,,,,,,,,
3374,2 bags TJ's Marshmallows (seasonal),Marshmallows,marshmallows,0.995907,,,,,,Ridge Crispy S'moreover Bars,Desserts,,,,,,,,,
3375,"1 bag TJ's Ridge Cut Potato Chips with Sea Salt, crushed",Ridge Cut Potato Chips with Sea Salt,ridge cut potato chips with sea salt,0.998708,,,,crushed,0.998389,Ridge Crispy S'moreover Bars,Desserts,,,,,,,,,
3376,1 bag TJ's Bite-Sized Candy Coated Milk Chocolate Candies or TJ's Candy Coated Milk Chocolate Dipped Peanuts,Bite-Sized Candy Coated Milk Chocolate Candies Candy Coated Milk Chocolate Dipped Peanuts,bite-sized candy coated milk chocolate candies candy coated milk chocolate dipped peanuts,0.90398,,,,,,Ridge Crispy S'moreover Bars,Desserts,,,,,,,,,
3377,TJ's Coconut Oil Spray,Coconut Oil Spray,coconut oil spray,0.998978,,,,,,Pumpkin Snack Cake,Desserts,,,,,,,,,
3378,1 box TJ's Gluten Free Pumpkin Bread & Muffin Baking Mix,Gluten Free Pumpkin Bread & Muffin Baking Mix,gluten free pumpkin bread & muffin baking mix,0.997104,,,,,,Pumpkin Snack Cake,Desserts,,,,,,,,,
3379,1 can TJ's Organic Pumpkin,Organic Pumpkin,pumpkin,0.999563,,,,,,Pumpkin Snack Cake,Desserts,,,,,,,,,
3380,1/2 cup TJ's Organic Unsweetened Flake Coconut,Organic Unsweetened Flake Coconut,flake coconut,0.999608,,,,,,Pumpkin Snack Cake,Desserts,,,,,,,,,
3381,2 tablespoons TJ's Organic Chia Seeds,Organic Chia Seeds,chia seeds,0.998538,,,,,,Pumpkin Snack Cake,Desserts,,,,,,,,,
3382,TJ's Super Premium Pumpkin Ice Cream,Super Premium Pumpkin Ice Cream,super premium pumpkin ice cream,0.996971,,,,,,Daylight Savings Sundae,Desserts,,,,,,,,,
3383,TJ's Speculoos Cookies,Speculoos Cookies,speculoos cookies,0.996873,,,,,,Daylight Savings Sundae,Desserts,,,,,,,,,
3384,TJ's Candied Pecans,Candied Pecans,candied pecans,0.994345,,,,,,Daylight Savings Sundae,Desserts,,,,,,,,,
3385,TJ's Canola Oil Spray,Canola Oil Spray,canola oil spray,0.99597,,,,,,Marshmallow Blondies,Desserts,,,,,,,,,
3386,1/2 bag TJ's Marshmallows (seasonal),Marshmallows,marshmallows,0.996796,,,,,,Marshmallow Blondies,Desserts,,,,,,,,,
3387,"1 TJ's Large Egg, whisked",Large Egg,egg,0.948322,,,,whisked,0.997326,Marshmallow Blondies,Desserts,,,,,,,,,
3388,"1 stick TJ's Unsalted Butter, melted",Unsalted Butter,butter,0.997327,,,,melted,0.999267,Marshmallow Blondies,Desserts,,,,,,,,,
3389,1 box TJ's Blondie Bar Baking Mix,Blondie Bar Baking Mix,blondie bar baking mix,0.999138,,,,,,Marshmallow Blondies,Desserts,,,,,,,,,
3390,"2-1.75 oz bars Trader Joe's Milk Chocolate, roughly chopped",Milk Chocolate,milk chocolate,0.997714,,,,roughly chopped,0.994185,Marshmallow Blondies,Desserts,,,,,,,,,
3391,1 cup TJ's Heavy Whipping Cream,Heavy Whipping Cream,heavy whipping cream,0.999469,,,,,,Maple Spiced Whipped Cream,Desserts,,,,,,,,,
3392,5-6 teaspoons your favorite TJ's Maple Syrup,your favorite Maple Syrup,maple syrup,0.996016,,,,,,Maple Spiced Whipped Cream,Desserts,,,,,,,,,
3393,1/4 teaspoon TJ's Cinnamon,Cinnamon,cinnamon,0.999374,,,,,,Maple Spiced Whipped Cream,Desserts,,,,,,,,,
3394,1 jar TJ's Organic Reduced Sugar Raspberry Preserves,Organic Reduced Sugar Raspberry Preserves,sugar raspberry preserves,0.998504,,,,,,Mango Melba Shortcake,Desserts,,,,,,,,,
3395,"1 bag TJ's Organic Frozen Mango Chunks, thawed",Organic Frozen Mango Chunks,frozen mango chunks,0.997922,,,,thawed,0.993085,Mango Melba Shortcake,Desserts,,,,,,,,,
3396,"1 package TJ's Organic Biscuits, baked and cooled",Organic Biscuits,biscuits,0.998246,,,,baked and cooled,0.998159,Mango Melba Shortcake,Desserts,,,,,,,,,
3397,TJ's Whipped Cream,Whipped Cream,whipped cream,0.997966,,,,,,Mango Melba Shortcake,Desserts,,,,,,,,,
3398,TJ's Super Premium French Vanilla Ice Cream,Super Premium French Vanilla Ice Cream,super premium french vanilla ice cream,0.999073,,,,,,Mango Melba Shortcake,Desserts,,,,,,,,,
3399,1 1/2 cups TJ's Semi-Sweet Chocolate Chips,Semi-Sweet Chocolate Chips,semi-sweet chocolate chips,0.999581,,,,,,Kick S'moreover Dip,Desserts,,,,,,,,,
3400,1/4 cup TJ's Organic Reduced Fat Coconut Milk,Organic Reduced Fat Coconut Milk,fat coconut milk,0.999603,,,,,,Kick S'moreover Dip,Desserts,,,,,,,,,
