ingredient_id,original_text,name,norm_name,name_confidence,amount,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
1,4 tablespoons TJ’s Salted Butter,Salted Butter,butter,0.933367,,,,,,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
2,2 tablespoons finely chopped TJ’s Fresh Garlic,Fresh Garlic,garlic,0.942706,,,,finely chopped,0.96186,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
3,1 tablespoon finely chopped TJ’s Fresh Ginger,Fresh Ginger,ginger,0.99284,,,,finely chopped,0.997657,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
4,"1 cup TJ’s Jasmine Rice, rinsed",Jasmine Rice,jasmine rice,0.997608,,,,rinsed,0.998351,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
5,2 cups hot water,hot water,hot water,0.995191,,,,,,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
6,2 TJ’s Chicken Broth Concentrate packets,Chicken Broth Concentrate packets,chicken broth,0.984208,,,,,,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
7,"1 TJ’s Green Onion, thinly sliced on a bias",Green Onion,green onion,0.995748,,,,thinly sliced on a bias,0.999145,Aromatic Garlic Ginger Rice,Appetizers & Sides,,,,,,,,,
8,1 TJ’s Pork Tenderloin,Pork Tenderloin,pork tenderloin,0.997734,,,,,,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
9,TJ’s Mushroom & Company Multipurpose Umami Seasoning Blend,Mushroom & Company Multipurpose Umami Seasoning Blend,mushroom & company multipurpose umami seasoning blend,0.994566,,,,,,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
10,"3 tablespoons TJ’s Avocado Oil, divided",Avocado Oil,avocado oil,0.997538,,,,divided,0.999657,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
11,"1 bag TJ’s Teeny Tiny Potatoes, sliced in half, lengthwise",Teeny Tiny Potatoes,potatoes,0.994637,,,,"sliced in half, lengthwise",0.928255,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
12,"½ stick TJ’s Unsalted Butter, softened",Unsalted Butter,butter,0.996876,,,,softened,0.999846,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
13,1 tablespoon of your favorite TJ’s Honey,your favorite Honey,honey,0.962406,,,,,,Roasted Pork Tenderloin & Potatoes with Honey Umami Butter,Dinner,,,,,,,,,
14,2 tablespoons TJ’s Avocado Oil,Avocado Oil,avocado oil,0.998634,,,,,,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
15,"1 package TJ’s Baby Shanghai Bok Choy, washed and sliced in half lengthwise",Baby Shanghai Bok Choy,baby shanghai bok choy,0.999455,,,,washed and sliced in half lengthwise,0.999921,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
16,2 tablespoons water,water,water,0.99949,,,,,,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
17,2 teaspoons TJ’s Organic Coconut Aminos,Organic Coconut Aminos,coconut aminos,0.999267,,,,,,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
18,TJ’s Organic Toasted Sesame Oil,Organic Toasted Sesame Oil,sesame oil,0.998205,,,,,,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
19,"TJ’s Crispy Garlic, to garnish",Crispy Garlic,crispy garlic,0.98917,,,,,,Crispy Garlic-Adorned Bok Choy,Appetizers & Sides,,,,,,,,,
20,"1 large TJ’s Yellow Potato, thinly sliced using a mandoline or knife",Yellow Potato,yellow potato,0.994853,,,,thinly sliced using a mandoline or knife,0.9983,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
21,"¼ cup of your favorite TJ’s Extra Virgin Olive Oil, divided",your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.990665,,,,divided,0.999482,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
22,TJ’s Seasoning Salute,Seasoning Salute,salute,0.99836,,,,,,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
23,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
24,"½ TJ’s Trimmed Leeks, cut into thin rounds",Trimmed Leeks,leeks,0.993391,,,,cut into thin rounds,0.999909,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
25,"1 TJ’s Pie Crust, thawed according to package instructions",Pie Crust,pie crust,0.997852,,,,thawed according to package instructions,0.997462,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
26,1 bag TJ’s Shredded Unexpected Cheddar,Shredded Unexpected Cheddar,cheddar,0.990666,,,,,,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
27,1 TJ’s Large Egg,Large Egg,egg,0.923054,,,,,,Unexpected Potato Leek Galette,Appetizers & Sides,,,,,,,,,
28,1 package TJ’s Organic Crescent Rolls,Organic Crescent Rolls,crescent rolls,0.999048,,,,,,Inside-Out Apple & Cheddar Hand Pies,Breakfast & Desserts,,,,,,,,,
29,"¼ block TJ’s New Zealand Sharp Cheddar Cheese (or your favorite TJ's Sharp Cheddar Cheese), sliced into thin planks",New Zealand Sharp Cheddar Cheese,new zealand sharp cheddar cheese,0.99958,,,,sliced into thin planks,0.999767,Inside-Out Apple & Cheddar Hand Pies,Breakfast & Desserts,,,,,,,,,
30,½ cup TJ’s Apple Pie Spread,Apple Pie Spread,apple pie spread,0.99978,,,,,,Inside-Out Apple & Cheddar Hand Pies,Breakfast & Desserts,,,,,,,,,
31,"TJ’s Apple Chip Duo, crushed",Apple Chip Duo,apple chip duo,0.99807,,,,crushed,0.997702,Inside-Out Apple & Cheddar Hand Pies,Breakfast & Desserts,,,,,,,,,
32,"1 large TJ’s Egg, beaten",Egg,egg,0.996228,,,,beaten,0.998873,Inside-Out Apple & Cheddar Hand Pies,Breakfast & Desserts,,,,,,,,,
33,"2 tablespoons TJ’s Unsalted Butter, for greasing pan",Unsalted Butter,butter,0.995071,,,,,,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
34,6 TJ’s Large Eggs,Large Eggs,eggs,0.952759,,,,,,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
35,1 pint TJ’s Brown Sugat Oat Creamer,Brown Sugat Oat Creamer,brown sugat oat creamer,0.999232,,,,,,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
36,"1 loaf TJ’s Sliced Apple Cinnamon Sourdough Bread, each slice cut in half widthwise",Sliced Apple Cinnamon Sourdough Bread,apple cinnamon sourdough bread,0.989122,,,,each slice cut in half widthwise,0.920536,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
37,"1 TJ’s Apple (your favorite varietal), chopped",Apple,apple,0.993249,,,,chopped,0.999163,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
38,"TJ’s Fleur de Sel Caramel Sauce, for drizzling",Fleur de Sel Caramel Sauce,fleur sel caramel sauce,0.997163,,,,,,Baked Apple Cinnamon French Toast,Breakfast,,,,,,,,,
39,Your favorite TJ’s Extra Virgin Olive Oil,Your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.991438,,,,,,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
40,"1 TJ’s Fresh Fennel bulb, cut into thick slices, reserve the fronds",Fresh Fennel bulb,fennel bulb,0.838381,,,,"cut into thick slices, reserve the fronds",0.969875,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
41,"1 TJ’s Lemon, sliced into thick rounds",Lemon,lemon,0.993448,,,,sliced into thick rounds,0.999583,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
42,"1 TJ’s Orange, sliced into thick rounds",Orange,orange,0.992673,,,,sliced into thick rounds,0.999741,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
43,"6 cloves TJ’s Fresh Garlic, skin on",Fresh Garlic,garlic,0.88428,,,,skin on,0.956874,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
44,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
45,TJ’s Rainbow Peppercorns,Rainbow Peppercorns,rainbow peppercorns,0.997476,,,,,,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
46,4 TJ’s All Natural Bone-In Skin-On Chicken Thighs,All Natural Bone-In Skin-On Chicken Thighs,bone-in skin-on chicken thighs,0.999168,,,,,,Citrusy Roasted Chicken Thighs & Fennel,Dinner,,,,,,,,,
47,"2 TJ's Frenched, Bone-In, Center-Cut Pork Loin Chops","Frenched Bone-In, Center-Cut Pork Loin Chops",bone-in center-cut pork loin chops,0.8520875,,,,,,Grilled Pineapple & Prosciutto-Stuffed Pork Chops,Dinner & Lunch,,,,,,,,,
48,"3/4 cup TJ's Soyaki, divided",Soyaki,soyaki,0.998752,,,,divided,0.999623,Grilled Pineapple & Prosciutto-Stuffed Pork Chops,Dinner & Lunch,,,,,,,,,
49,"1 TJ's Pineapple, cut into wedges",Pineapple,pineapple,0.994561,,,,cut into wedges,0.998737,Grilled Pineapple & Prosciutto-Stuffed Pork Chops,Dinner & Lunch,,,,,,,,,
50,2 TJ's Prosciutto Wrapped Fresh Mozzarella Cheese sticks,Prosciutto Wrapped Fresh Mozzarella Cheese sticks,prosciutto wrapped mozzarella cheese sticks,0.997072,,,,,,Grilled Pineapple & Prosciutto-Stuffed Pork Chops,Dinner & Lunch,,,,,,,,,
51,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Grilled Zucchini with Salsa Macha,Appetizers & Sides,,,,,,,,,
52,"3 TJ’s Zucchini, sliced into thin planks",Zucchini,zucchini,0.993009,,,,sliced into thin planks,0.999666,Grilled Zucchini with Salsa Macha,Appetizers & Sides,,,,,,,,,
53,TJ’s Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,crunchy sesame sunflower seeds pepitas salsa macha,0.996985,,,,,,Grilled Zucchini with Salsa Macha,Appetizers & Sides,,,,,,,,,
54,"1 block TJ’s Authentic Greek Feta In Brine, crumbled",Authentic Greek Feta In Brine,greek feta in brine,0.995414,,,,crumbled,0.997932,Grilled Zucchini with Salsa Macha,Appetizers & Sides,,,,,,,,,
55,½ TJ’s Lemon,Lemon,lemon,0.99741,,,,,,Grilled Zucchini with Salsa Macha,Appetizers & Sides,,,,,,,,,
56,"1 head TJ’s Cauliflower, sliced into thick planks, core intact",Cauliflower,cauliflower,0.997164,,,,"sliced into thick planks, core intact",0.89747,Grilled & Glazed Cauliflower Steaks,Appetizers & Sides,,,,,,,,,
57,TJ’s Hot Honey Mustard Dressing,Hot Honey Mustard Dressing,hot honey mustard dressing,0.999189,,,,,,Grilled & Glazed Cauliflower Steaks,Appetizers & Sides,,,,,,,,,
58,"4 firm TJ’s Heirloom Tomatoes, sliced into thick rounds",firm Heirloom Tomatoes,firm heirloom tomatoes,0.996005,,,,sliced into thick rounds,0.998662,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
59,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
60,½ - 1 cup TJ’s Organic Ranch Dressing,Organic Ranch Dressing,ranch,0.99899,,,,,,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
61,1 - 2 cups TJ’s Japanese Style Panko Breadcrumbs,Japanese Style Panko Breadcrumbs,japanese style panko breadcrumbs,0.998606,,,,,,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
62,TJ’s Black Peppercorns,Black Peppercorns,black peppercorns,0.990077,,,,,,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
63,TJ’s 100% Canola Oil,100% Canola Oil,canola oil,0.956101,,,,,,Fried Ranch-y Tomatoes,Appetizers & Sides,,,,,,,,,
64,1 cup TJ’s Traditional Whole Milk Ricotta Cheese,Traditional Whole Milk Ricotta Cheese,whole milk ricotta cheese,0.998144,,,,,,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
65,"1 package TJ’s Steamed & Peeled Baby Beets, warmed according to package instructions, if desired, and sliced into thin rounds",Steamed & Peeled Baby Beets,steamed & peeled baby beets,0.981279,,,,"warmed according to package instructions, and sliced into thin rounds",0.998281,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
66,"A handful TJ’s Raw Pistachio Nutmeats, roughly chopped",Raw Pistachio Nutmeats,pistachio nutmeats,0.992166,,,,roughly chopped,0.996294,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
67,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
68,TJ’s Black Peppercorns,Black Peppercorns,black peppercorns,0.990077,,,,,,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
69,"Your favorite TJ’s Extra Virgin Olive Oil, for drizzling",Your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.991674,,,,,,Baby Beets Atop a Cloud of Ricotta,Appetizers & Sides,,,,,,,,,
70,1 pound TJ’s Spaghetti,Spaghetti,spaghetti,0.997401,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
71,"1 block TJ’s Organic Silken Tofu, drained",Organic Silken Tofu,silken tofu,0.997356,,,,drained,0.998737,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
72,"1/3 cup TJ’s Nutritional Yeast, plus more for sprinkling",Nutritional Yeast,nutritional yeast,0.997676,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
73,3 tablespoons TJ’s White Miso Paste,White Miso Paste,white miso paste,0.996338,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
74,¼ cup juice from fresh TJ’s Lemons,juice from fresh Lemons,juice lemons,0.978175,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
75,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
76,"A few heavy cranks of TJ’s Black Peppercorns, plus more for serving",A few heavy cranks of Black Peppercorns,heavy cranks black peppercorns,0.989265,,,,,,Not-cio e Pepe Pasta,Lunch & Dinner,,,,,,,,,
77,"1 1/4 cup TJ’s Tiny Fruity Cuties, divided",Tiny Fruity Cuties,fruity cuties,0.999634,,,,divided,0.999606,Fruity Cuties Cereal Shake,Desserts,,,,,,,,,
78,TJ’s Pitted Amarena Cherries with Stems in Syrup,Pitted Amarena Cherries with Stems in Syrup,amarena cherries with stems in syrup,0.998464,,,,,,Fruity Cuties Cereal Shake,Desserts,,,,,,,,,
79,1 cup or 3 big scoops TJ’s French Vanilla Ice Cream,,,,,,,,,Fruity Cuties Cereal Shake,Desserts,,,,,,,,,
80,½ cup TJ’s Whole Milk,Whole Milk,whole milk,0.994462,,,,,,Fruity Cuties Cereal Shake,Desserts,,,,,,,,,
81,TJ’s Whipped Cream,Whipped Cream,whipped cream,0.997966,,,,,,Fruity Cuties Cereal Shake,Desserts,,,,,,,,,
82,1 box TJ’s Cornbread Mix,Cornbread Mix,cornbread mix,0.997159,,,,,,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
83,2 tablespoons TJ’s All-Purpose Flour,All-Purpose Flour,all-purpose flour,0.999574,,,,,,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
84,"2 tablespoons TJ’s French Vanilla Ice Cream, plus plenty more for scooping",French Vanilla Ice Cream,french vanilla ice cream,0.999713,,,,,,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
85,6 tablespoons TJ’s Multi-Floral & Clover Honey,Multi-Floral & Clover Honey,multi-floral & clover honey,0.994311,,,,,,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
86,"½ cup TJ’s Unsalted Butter, softened",Unsalted Butter,butter,0.997291,,,,softened,0.999846,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
87,"1 package TJ’s Gochujang, for rolling",Gochujang,gochujang,0.99688,,,,,,Honey Gochujang Corn Cookie Ice Cream Sandwiches,Desserts,,,,,,,,,
88,2 tablespoons TJ’s Salted Butter,Salted Butter,butter,0.933367,,,,,,Strawberry Watermelon Cereal Treats,Desserts,,,,,,,,,
89,1 (eight ounce) bag TJ’s Strawberry & Watermelon Marshmallows,Strawberry & Watermelon Marshmallows,strawberry & watermelon marshmallows,0.981524,,,,,,Strawberry Watermelon Cereal Treats,Desserts,,,,,,,,,
90,6 cups TJ’s Strawberry Yogurt O’s,Strawberry Yogurt O’s,strawberry yogurt o ’ s,0.999084,,,,,,Strawberry Watermelon Cereal Treats,Desserts,,,,,,,,,
91,"1 box TJ’s Frozen Pie Crusts, thawed at room temperature for 2 hours",Frozen Pie Crusts,frozen pie crusts,0.998907,,,,thawed at room temperature for 2 hours,0.999521,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
92,"5 cups of your favorite TJ’s Berries, (we use a mix of fresh Blueberries, Raspberries, and Blackberries)",your favorite Berries,berries,0.691204,,,,,,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
93,1 cup TJ’s Organic Cane Sugar,Organic Cane Sugar,cane sugar,0.998384,,,,,,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
94,"1/3 cup TJ’s All-Purpose Flour, plus more for dusting",All-Purpose Flour,all-purpose flour,0.999058,,,,,,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
95,"2 tablespoons TJ’s Unsalted Butter, cubed",Unsalted Butter,butter,0.998088,,,,cubed,0.999854,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
96,A pinch of TJ’s Sea Salt,Sea Salt,sea salt,0.997353,,,,,,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
97,"Zest from 1 TJ’s Lemon, plus 2 tablespoons juice",Lemon,lemon,0.931833,,,,Zest from,0.636555,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
98,1 tablespoon chopped TJ’s Fresh Thyme,Fresh Thyme,thyme,0.972148,,,,chopped,0.972646,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
99,"TJ’s Heavy Cream, for brushing on crust; and to whip up for topping (optional but encouraged!)",Heavy Cream,heavy cream,0.988512,,,,and to whip up for topping,0.690536,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
100,"TJ’s Turbinado Raw Cane Sugar, for sprinkling",Turbinado Raw Cane Sugar,turbinado cane sugar,0.990959,,,,,,Lemon & Thyme Triple Berry Pie,Desserts,,,,,,,,,
101,1/2 cup TJ's Creamy Salted Almond Butter,Creamy Salted Almond Butter,creamy salted almond butter,0.999644,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
102,2 tablespoons TJ’s Organic Coconut Aminos,Organic Coconut Aminos,coconut aminos,0.999451,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
103,2 tablespoons juice from a TJ’s Lime,juice from a Lime,juice lime,0.994049,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
104,1 ½ tablespoons TJ’s Organic Blue Agave Syrup,Organic Blue Agave Syrup,blue agave syrup,0.998812,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
105,¼-½ teaspoon TJ’s Organic Crushed Red Pepper,Organic Crushed Red Pepper,red pepper,0.999745,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
106,¼ - ⅓ cup water,water,water,0.999114,,,,,,Almond Butter Dipping Sauce,Appetizers & Sides,,,,,,,,,
107,2-3 tablespoons TJ’s Chile Lime Seasoning Blend,Chile Lime Seasoning Blend,chile lime seasoning blend,0.997057,,,,,,Mango Lime Sparkling Mock-A-Ritas,Beverages,,,,,,,,,
108,"1 TJ’s Lime, sliced into wedges",Lime,lime,0.990239,,,,sliced into wedges,0.99812,Mango Lime Sparkling Mock-A-Ritas,Beverages,,,,,,,,,
109,"1 TJ’s Jalapeño, thinly sliced",Jalapeño,jalapeño,0.994274,,,,thinly sliced,0.998746,Mango Lime Sparkling Mock-A-Ritas,Beverages,,,,,,,,,
110,2 TJ’s Mango Cream Bars,Mango Cream Bars,mango cream bars,0.993042,,,,,,Mango Lime Sparkling Mock-A-Ritas,Beverages,,,,,,,,,
111,1 can TJ’s Lime Sparkling Water,Lime Sparkling Water,lime sparkling water,0.996531,,,,,,Mango Lime Sparkling Mock-A-Ritas,Beverages,,,,,,,,,
112,"1 TJ’s Ciabatta Demi-Baguette, sliced in half lengthwise, then cut in half widthwise, on a bias, to make two sandwiches",Ciabatta Demi-Baguette,ciabatta demi-baguette,0.994341,,,,"sliced in half lengthwise, then cut in half widthwise",0.997989,"Bacon, Apple, and Brie Panini",Lunch,,,,,,,,,
113,"1 wedge TJ’s Triple Creme Brie, cut into 8 slices",Triple Creme Brie,triple creme brie,0.99306,,,,cut into 8 slices,0.999932,"Bacon, Apple, and Brie Panini",Lunch,,,,,,,,,
114,"4 slices of your favorite TJ’s Bacon, cooked according to package instructions",your favorite Bacon,bacon,0.95159,,,,cooked according to package instructions,0.996533,"Bacon, Apple, and Brie Panini",Lunch,,,,,,,,,
115,8 slices of your favorite TJ’s Apple,your favorite Apple,apple,0.955378,,,,,,"Bacon, Apple, and Brie Panini",Lunch,,,,,,,,,
116,1 package TJ’s Carne Asada Authentica,Carne Asada Authentica,carne asada authentica,0.999433,,,,,,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
117,1 bag TJ’s Baby Lettuce Mix,Baby Lettuce Mix,baby lettuce mix,0.999571,,,,,,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
118,"1 bag TJ’s Roasted Corn, prepared according to package instructions",Roasted Corn,corn,0.992658,,,,prepared according to package instructions,0.986951,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
119,1 cup halved TJ’s Mini Grape Tomatoes,Mini Grape Tomatoes,mini grape tomatoes,0.979744,,,,halved,0.922493,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
120,½ cup crumbled Cotija Cheese,Cotija Cheese,cotija cheese,0.995074,,,,crumbled,0.992779,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
121,"¼ TJ’s Red Onion, thinly sliced",Red Onion,red onion,0.995585,,,,thinly sliced,0.998088,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
122,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
123,"1 TJ’s Lime, sliced into wedges",Lime,lime,0.990239,,,,sliced into wedges,0.99812,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
124,½ to ⅔ cup TJ’s Cilantro Dressing,Cilantro Dressing,cilantro dressing,0.999129,,,,,,Carne Asada Ensalada,Dinner & Lunch,,,,,,,,,
125,3 tablespoons of your favorite TJ’s Olive Oil,your favorite Olive Oil,extra virgin olive oil,0.983474,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
126,"1 TJ’s Red Onion, thinly sliced",Red Onion,red onion,0.995585,,,,thinly sliced,0.998088,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
127,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
128,"1 package TJ’s Angus Chuck, Brisket, & Sirloin 1/3 lb. Ground Beef Patties","Angus Chuck Brisket, & Sirloin 1/3 lb Ground Beef Patties",angus chuck brisket & sirloin / ground beef patties,0.809075,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
129,"1 wedge TJ’s Triple Cream Soft Ripened Cambozola® Blue Cheese, sliced into rectangles",Triple Cream Soft Ripened Cambozola® Blue Cheese,triple cream soft cambozola® blue cheese,0.99449,,,,sliced into rectangles,0.998467,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
130,4 TJ’s Brioche Buns,Brioche Buns,brioche buns,0.996098,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
131,TJ’s Fig Butter,Fig Butter,fig butter,0.996556,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
132,TJ’s Arugula,Arugula,arugula,0.998407,,,,,,Fig & Blue Cheese Burgers,Dinner & Lunch,,,,,,,,,
133,"4-5 TJ’s Zucchini, stems removed and sliced lengthwise into thin planks",Zucchini,zucchini,0.995027,,,,stems removed and sliced lengthwise into thin planks,0.999769,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
134,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
135,1 tub TJ’s Part Skim Ricotta,Part Skim Ricotta,part skim ricotta,0.996826,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
136,½ cup TJ’s Grated Pecorino Romano & Parmesan Cheese Blend,Grated Pecorino Romano & Parmesan Cheese Blend,pecorino romano & parmesan cheese blend,0.991193,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
137,½ cup chopped TJ’s Fresh Basil,Fresh Basil,basil,0.97776,,,,chopped,0.979338,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
138,The zest from 1 TJ’s Lemon,Lemon,lemon,0.794983,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
139,1 jar (24.3 ounces) TJ’s Caro Sugo Italian Tomato Basil Pasta Sauce,Caro Sugo Italian Tomato Basil Pasta Sauce,caro sugo italian tomato basil pasta sauce,0.998458,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
140,TJ’s Shredded Mozzarella Cheese,Shredded Mozzarella Cheese,shredded mozzarella cheese,0.988917,,,,,,Zucchini & Ricotta Rolls,Dinner,,,,,,,,,
141,1 package TJ’s Baby Broccoli,Baby Broccoli,baby broccoli,0.999444,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
142,1 tablespoon of your favorite TJ’s Extra Virgin Olive Oil,your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.983932,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
143,TJ’s Sea Salt,Sea Salt,sea salt,0.995299,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
144,Juice of ½ a TJ’s Lemon,a Lemon,lemon,0.356125,,,,Juice of,0.957375,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
145,TJ’s Creamy Dreamy Hummus,Creamy Dreamy Hummus,creamy dreamy hummus,0.997573,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
146,TJ’s Organic Crushed Red Pepper,Organic Crushed Red Pepper,red pepper,0.998883,,,,,,Creamy Dreamy Hummus with Roasted Baby Broccoli,Appetizers & Sides,,,,,,,,,
