ingredient_id,ingredient_name,norm_name
944,TJ's Bourbon (we used TJ's Kentucky Bourbon),bourbon
945,TJ's Winter Wassail Punch,winter wassail punch
946,"TJ's Navel Orange, thinly sliced",navel orange
947,"TJ's Fresh Cranberries or Pomegranate Seeds, plus more for garnish",cranberries or pomegranate seeds
948,bundt pan (or mini bundt pan),bundt pan
949,TJ's Dried Cranberries,dried cranberries
950,TJ's Organic Turkey Bone Broth or Organic Free Range Chicken Broth,turkey bone broth or free range chicken broth
951,TJ's Unsalted Butter,butter
952,TJ's Mirepoix,mirepoix
953,TJ's Cornbread Stuffing Mix,cornbread stuffing mix
954,"TJ's Organic Peeled & Cooked Chestnuts, coarsely chopped",peeled & cooked chestnuts
955,TJ's Ground Black Pepper,ground black pepper
956,TJ's Organic Jumbo Cinnamon Rolls with Vanilla Icing,jumbo cinnamon rolls with vanilla
957,TJ's Organic Reduced Sugar Strawberry Preserves,sugar strawberry preserves
958,TJ's Creamy Salted Peanut Butter,creamy salted peanut butter
959,"TJ’s Shallots, peeled and finely diced",shallots
960,"TJ’s Garlic Cloves, peeled & finely minced",garlic cloves
961,TJ’s Organic Garlic Flavored Extra Virgin Olive Oil,garlic flavored extra virgin olive oil
962,TJ’s Black Garlic,black garlic
963,TJ’s Turkey Flavored Gravy,turkey flavored gravy
964,TJ’s Balsamic Glaze or your favorite TJ’s Balsamic Vinegar,balsamic glaze or balsamic vinegar
965,"TJ’s Sea Salt & Freshly Ground Black Pepper, to taste",sea salt & freshly ground black pepper
966,TJ’s Butter,butter
967,"TJ’s Yellow Onion, peeled and thinly sliced",yellow onion
968,TJ’s Mushroom & Co. Multipurpose Umami Seasoning,mushroom & co. multipurpose umami
969,"TJ’s All Natural Fresh Mozzarella Log, cut into large dice",mozzarella log
970,"TJ’s Green onions, for garnish",green onions
971,"TJ’s Garlic cloves, peeled and finely minced",garlic cloves
972,Villa Borghetti Pinot Grigio (or other dry white wine),villa borghetti pinot grigio
973,TJ’s Whole Grain Dijon Mustard,whole grain dijon mustard
974,"TJ’s Fresh Chives, sliced",chives
975,TJ’s Organic French Baguette,french baguette
976,TJ’s Syrah Soaked Toscano Cheese Spread & Dip,syrah soaked toscano cheese spread & dip
977,TJ’s Parsley,parsley
978,TJ’s Brioche Hot Dog Buns (8 buns in the pack),brioche hot dog buns
979,TJ’s Cranberry Sauce,cranberry sauce
980,TJ’s Grilled Chicken Strips or leftover Thanksgiving turkey,chicken strips or thanksgiving turkey
981,"TJ’s Thanksgiving Stuffing Seasoned Kettle Chips, gently crushed",seasoned kettle chips
982,TJ’s Organic Heavy Cream,heavy cream
983,TJ’s Organic Dark Chocolate Bar 73%,dark chocolate bar
984,"TJ’s Eggs, egg whites reserved for another use",eggs
985,"TJ’s Portuguese Flor de Sal, for sprinkling",portuguese flor sal
986,Boursin® Garlic & Fine Herbs Gournay Cheese,boursin® garlic & fine herbs gournay cheese
987,TJ’s Salami,salami
988,"TJ’s Honeycrisp Apple, thinly sliced",honeycrisp apple
989,"TJ’s Unbleached Enriched All-Purpose Flour, for dusting",all-purpose flour
990,"TJ’s All Butter Puff Pastry Sheets, thawed according to package instruction",butter puff pastry sheets
991,"TJ’s Cocoa Almond Spread, divided",cocoa almond spread
992,"TJ’s Organic Powdered Sugar, for dusting",sugar
993,"TJ’s Vegan Kale, Cashew, & Basil Pesto",vegan kale
994,"TJ’s Grape Tomatoes, thinly sliced",grape tomatoes
995,TJ’s Vegan Mayo Spread & Dressing,vegan mayo spread & dressing
996,"TJ’s Habanero Hot Sauce, depending on your preferred spice level",habanero hot sauce
997,TJ’s Gluten Free Breaded Shrimp,gluten free breaded shrimp
998,"TJ’s Limes, quartered",limes
999,"TJ’s Cilantro leaves, for garnish",cilantro leaves
1000,"TJ’s Solid White Albacore Tuna, drained",solid white albacore tuna
1001,TJ’s Red Pepper Spread,red pepper spread
1002,"Jumbo Pitted Greek Kalamata Olives, chopped",jumbo pitted greek kalamata olives
1003,"TJ’s Golden Rounds Crackers, for serving",golden crackers
1004,"TJ’s Thai Lime & Chile Cashews, chopped",thai lime & chile cashews
1005,TJ’s Gnocchi,gnocchi
1006,TJ’s English Peas,english peas
1007,TJ’s Whole Milk Ricotta,whole milk ricotta
1008,"13"" x 18"" sheet pan, lined with aluminum foil",sheet pan
1009,TJ’s All Natural Chicken Drumsticks (6 drumsticks),chicken drumsticks
1010,TJ’s Organic Breadcrumbs,breadcrumbs
1011,TJ’s Carrots of Many Colors (about 6 carrots),carrots many colors
1012,TJ’s Brussels Sprouts,brussels sprouts
1013,TJ’s Salt & Pepper to taste,salt & pepper
1014,TJ’s Organic Ranch Dressing (optional),ranch
1015,TJ’s Fresh herbs (optional),herbs
1016,"TJ’s Organic Firm Tofu, cut into ¼-inch thick strips",firm tofu
1017,"TJ’s Eggplant, cut into ½-inch cubes",eggplant
1018,"TJ’s Onion, cut into wedges",onion
1019,"TJ’s Shiitake Mushrooms, cut into halves or quarters, depending on size",shiitake mushrooms
1020,TJ’s Gochujang,gochujang
1021,"TJ's Furikake Seasoning, to taste",furikake
1022,"TJ's Green Onions, sliced thin",green onions
1023,TJ’s BBQ Cut Fresh Atlantic Salmon (2 fillets),bbq cut atlantic salmon
1024,"TJ’s Fennel Bulb, cored and sliced",fennel bulb
1025,"TJ’s Baby Red Potatoes, sliced into thin rounds",baby red potatoes
1026,"TJ’s Shishito Peppers, stems removed",shishito peppers
1027,"TJ’s Lemon, cut into 4 wedges",lemon
1028,"TJ’s Chimichurri Sauce, to serve",chimichurri sauce
1029,TJ’s Unsweetened Cocoa Powder,cocoa powder
1030,TJ’s Organic Cane Granulated Sugar,cane sugar
1031,"TJ’s Large Egg, room temperature",egg
1032,TJ’s Semi-Sweet Chocolate Chunks (seasonal),semi-sweet chocolate chunks
1033,"TJ’s Organic Carrots of Many Colors, peeled and quartered lengthwise",carrots many colors
1034,TJ’s Soy Sauce,soy sauce
1035,TJ’s Green Onion,green onion
1036,"TJ’s Persian Cucumber, sliced into matchsticks",persian cucumber
1037,"TJ’s Yellow Bell Pepper, sliced into matchsticks",yellow bell pepper
1038,TJ’s Shredded Carrots,shredded carrots
1039,"TJ’s Sriracha Flavored Baked Tofu, cut into six planks",sriracha flavored baked tofu
1040,TJ’s Egg Wrap,egg wrap
1041,"TJ’s Fig Butter, divided",fig butter
1042,"TJ’s Tapas Cheese Sampler, one of each",tapas cheese sampler
1043,TJ’s Envy Apple,envy apple
1044,TJ’s Organic Arugula,arugula
1045,"TJ’s Mascarpone, plus a dollop for serving",mascarpone
1046,"TJ’s Fresh Strawberries, sliced",strawberries
1047,"TJ’s Cinnamon Graham Cracker, crushed",cinnamon graham cracker
1048,TJ’s Greek Nonfat Plain Yogurt,greek nonfat plain yogurt
1049,TJ’s Hothouse Cucumber,hothouse cucumber
1050,TJ’s Jalapeño,jalapeño
1051,TJ’s Cumin (optional),cumin
1052,TJ's Organic Cane Sugar (optional),cane sugar
1053,TJ’s Vegetable Biryani,vegetable biryani
1054,TJ’s Cilantro (optional),cilantro
1055,"TJ’s Garlic Cloves, minced",garlic cloves
1056,"TJ’s Kale, larger stems removed",kale
1057,TJ’s Mini Pearl Grape Tomatoes,mini pearl grape tomatoes
1058,TJ’s Giant Baked Beans in Tomato Sauce,giant beans in tomato sauce
1059,TJ’s Penne Rigate,penne rigate
1060,TJ’s salt & pepper to taste,salt & pepper
1061,TJ’s Parmesan (optional),parmesan
1062,TJ’s Pimento Cheese Spread,pimento cheese spread
1063,TJ’s Sourdough Bread,sourdough bread
1064,"TJ’s Hot & Sweet Jalapeños, to taste",hot & sweet jalapeños
1065,"TJ’s butter, divided",butter
1066,TJ’s Chicken Cilantro Mini Wontons,chicken cilantro mini wontons
1067,"TJ’s Baby Bok Choy, chopped into quarters",baby bok choy
1068,TJ’s Organic Broccoli Slaw,broccoli slaw
1069,TJ’s General Tsao Stir Fry Sauce,general tsao stir fry sauce
1070,TJ’s Rice (optional),rice
1071,TJ’s Ruby Red Grapefruit Juice,ruby red grapefruit juice
1072,TJ’s Fresh Limes (reserve 2 wedges for garnish),limes
1073,TJ’s Tequila Blanco,tequila blanco
1074,Crushed ice,crushed ice
1075,TJ's Chile Lime Seasoning Blend,chile lime seasoning blend
1076,TJ’s Whole Greek Yogurt,greek yogurt
1077,TJ’s Yellow Curry Sauce,yellow curry sauce
1078,TJ’s Organic Spicy Honey Sauce,spicy honey sauce
1079,"chopped Fresh Cilantro, chopped",cilantro
1080,TJ’s Breaded Chicken Tenderloin Breasts,chicken tenderloin breasts
1081,"TJ’s Salted Butter, softened to room temperature",butter
1082,"TJ’s Organic Spicy Honey Sauce, plus more for drizzling 1 box TJ’s Belgian Waffles",spicy honey sauce
1083,"TJ’s Yellow Peaches, sliced",yellow peaches
1084,"TJ’s Fresh Thyme, stems removed",thyme
1085,"TJ’s Spicy Honey Sauce, divided, plus more for drizzling",spicy honey sauce
1086,TJ’s Fresh Lemon wedge,lemon wedge
1087,TJ’s Multigrain Bread,multigrain bread
1088,"TJ’s Garlic & Jalapeño Stuffed Olives, drained",garlic & jalapeño stuffed olives
1089,"TJ’s Organic Pepper Jack, cut into cubes",pepper jack
1090,"TJ’s Uncured Salame di Parma Mild Salami, folded into quarters",salame di parma mild salami
1091,"Demi Ciabatta Baguette, toasted and cubed",demi ciabatta baguette
1092,TJ’s Fresh Basil leaves,basil leaves
1093,TJ’s Grape Tomatoes,grape tomatoes
1094,"Chimichurri Sauce, for dipping or drizzling",chimichurri sauce
1095,Wooden or metal skewers for assembly,wooden or metal skewers assembly
1096,"TJ’s Zucchini, chopped into thin half moons",zucchini
1097,TJ’s Organic Diced & Fire Roasted Tomatoes,diced & fire tomatoes
1098,TJ’s Eggplant Garlic Spread,eggplant garlic spread
1099,TJ’s Organic Crushed Red Pepper Flakes,red pepper flakes
1100,TJ’s Dried Organic Oregano,dried oregano
1101,"TJ’s Penne Rigate, prepared according to the package instructions and reserve 1 cup pasta water",penne rigate
1102,"TJ’s Salt, to taste",salt
1103,"TJ’s Grated Parmesan Cheese, for sprinkling",parmesan cheese
1104,"TJ’s Fully Cooked Pork Belly, sliced lengthwise",cooked pork belly
1105,TJ’s Cumin,cumin
1106,TJ’s Shredded Green Cabbage,green cabbage
1107,"TJ’s Cilantro bunch, leaves removed from stems",cilantro bunch
1108,"TJ’s Lime, juiced",lime
1109,"TJ’s Avocado slices or Avocado’s Number Guacamole, for serving",avocado slices or avocado ’ number guacamole
1110,"TJ’s Canola Oil or Sunflower Oil, to grease pan",canola oil or sunflower oil
1111,warm water,warm water
1112,TJ’s Strawberry Preserves,strawberry preserves
1113,TJ’s Cage-Free 100% Liquid Egg Whites,cage-free liquid egg whites
1114,"TJ’s Honey Roasted Peanuts, divided",honey roasted peanuts
1115,TJ’s Freeze Dried Strawberries,freeze dried strawberries
1116,TJ’s Fresh Strawberries,strawberries
1117,TJ’s Canola Oil Spray,canola oil spray
1118,"TJ’s Sweet Apple Chicken Sausage, sliced",sweet apple chicken sausage
1119,TJ’s Milk,milk
1120,TJ’s Garlic Powder,garlic powder
1121,"TJ’s Ciabatta Demi Baguette, cut into bite-sized pieces (or 5 cups)",ciabatta demi baguette
1122,"TJ’s Baby Broccoli, chopped, bottoms of stems discarded",baby broccoli
1123,Shredded Unexpected Cheddar Cheese,unexpected cheddar cheese
1124,"TJ’s Farfalle, cooked according to the package instructions; reserve ½ cup pasta water",farfalle
1125,TJ’s Buffalo Style Chicken Dip,buffalo style chicken dip
1126,"TJ’s Celery, plus leaves for garnish",celery
1127,TJ’s Buttermilk,buttermilk
1128,TJ’s 4 oz. Whole Milk Yogurt Cups,whole milk yogurt cups
1129,wooden craft sticks,wooden craft sticks
1130,TJ’s Organic Red Wine Vinegar,red wine vinegar
1131,TJ’s Pecorino Romano and Parmesan Blend,pecorino romano and parmesan blend
1132,TJ’s Avocado Oil Spray,avocado oil spray
1133,Shredded Kale,kale
1134,"TJ’s Ground Pepper, to taste",ground pepper
1135,"TJ’s Grilled Chicken Strips, chopped",chicken strips
1136,TJ’s Italian Style Turkey Meatloaf,italian style turkey meatloaf
1137,TJ’s Olive Oil Spray,extra virgin olive oil spray
1138,TJ’s Bruschetta,bruschetta
1139,"TJ’s Mozzarella Slices, cut into fourths",mozzarella slices
1140,TJ’s Sweet Pull Apart Aloha Rolls,sweet pull apart aloha rolls
1141,TJ's Crispy Jalapeño Pieces,crispy jalapeño pieces
1142,"TJ's Basil leaves, cut into chiffonade",basil leaves
1143,decorative skewers or toothpicks,decorative skewers or toothpicks
1144,TJ’s Gyro Slices*,gyro slices *
1145,"TJ’s Organic Sugar Plum Grape Tomatoes, sliced",sugar plum grape tomatoes
1146,TJ’s Herbed Tahini Sauce,herbed tahini sauce
1147,Water,water
1148,TJ’s Tzatziki,tzatziki
1149,TJ’s Sriracha Sauce,sriracha sauce
1150,"TJ’s 50% Less Salt Roasted & Salted Peanuts, crushed",less salt roasted & salted peanuts
1151,TJ’s Organic Fresh Ginger,ginger
1152,TJ’s Cayenne,cayenne
1153,TJ’s Pepper,pepper
1154,"TJ’s Sweet Potato, peeled & cubed",sweet potato
1155,TJ’s Low Sodium Vegetable Broth,low sodium vegetable broth
1156,TJ’s Shredded Kale,kale
1157,"TJ’s Half Salt Peanuts, chopped",half salt peanuts
1158,TJ's All Natural Ground Chicken,ground chicken
1159,TJ's Jumbo White Onion,jumbo white onion
1160,TJ's Taco Seasoning Mix,taco seasoning mix
1161,TJ's Organic Kidney Beans,kidney beans
1162,TJ's Diced & Fire Roasted Organic Tomatoes with Green Chiles,diced & fire tomatoes with green chiles
1163,TJ's Olive Oil of your choice,extra virgin olive oil
1164,TJ's Salt & Pepper,salt & pepper
1165,TJ's Battered Fish Nuggets,battered fish nuggets
1166,TJ's Plain Greek Whole Milk Yogurt,plain greek whole milk yogurt
1167,TJ's Lime,lime
1168,TJ's Organic Broccoli Slaw,broccoli slaw
1169,TJ's Corn Tortillas,corn tortillas
1170,TJ's Jumbo Sweet Onion,jumbo sweet onion
1171,TJ's Yellow Bell Pepper,yellow bell pepper
1172,TJ's Uncured Bavarian Bratwurst,bavarian bratwurst
1173,TJ's Linguine,linguine
1174,oz. can Simpler Times Pilsner or Lager,simpler times pilsner or lager
1175,TJ's Plain Pizza Dough,plain pizza dough
1176,TJ's Fat Free Pizza Sauce,fat free pizza sauce
1177,TJ's All Natural Fresh Mozzarella Cheese,mozzarella cheese
1178,pkg. Volpi or Citerrio Sliced Pepperoni,pkg volpi or citerrio sliced pepperoni
1179,TJ's Flour,flour
1180,TJ's Organic 3 Grain Tempeh,grain tempeh
1181,TJ's Ready Veggies,ready veggies
1182,TJ's Thai Style Red Curry Sauce,thai style red curry sauce
1183,TJ's Green Bell Pepper,green bell pepper
1184,"TJ's Garlic, to taste",garlic
1185,TJ's Soy Chorizo,soy chorizo
1186,TJ's Ciabatta Rolls,ciabatta rolls
1187,TJ's Wild Arugula,wild arugula
1188,TJ's Olive Oil or Butter,extra virgin olive oil
1189,TJ’s Madeleine Cookies,madeleine cookies
1190,"TJ’s Freeze Dried Strawberries, crushed",freeze dried strawberries
1191,TJ’s Dry Roasted & Salted Pistachio Nutmeats finely chopped,dry roasted & salted pistachio nutmeats
1192,TJ’s Gluten Free Organic Rolled Oats with Ancient Grains & Seeds,gluten free oats with ancient grains & seeds
1193,TJ’s Unsweetened Applesauce,applesauce
1194,TJ’s Ground Cinnamon,ground cinnamon
1195,TJ’s berries (optional),berries
1196,TJ’s Organic Fusilli Corti Bucati,fusilli corti bucati
1197,"TJ’s Yellow Onion, finely chopped",yellow onion
1198,"TJ’s Garlic, peeled and finely chopped",garlic
1199,"TJ’s Whole Carrots, peeled and medium chopped",whole carrots
1200,"TJ’s Celery, medium chopped",celery
1201,"TJ’s Fire Roasted Bell Peppers, drained and medium chopped",fire roasted bell peppers
1202,TJ’s Organic Low Sodium Vegetable Broth,low sodium vegetable broth
1203,"TJ’s Unbleached Enriched All-Purpose Flour, plus more for shaping the cookies",all-purpose flour
1204,"TJ’s Unsalted Butter, room temperature",butter
1205,Organic Shelled Hemp Seeds,hemp seeds
1206,TJ’s Organic Garbanzo Beans,garbanzo beans
1207,lemon juice,lemon juice
1208,"TJ’s 100% Colombian Instant Coffee, plus more for dusting",colombian instant coffee
1209,"TJ’s Matcha Green Tea, plus more for dusting",matcha green tea
1210,"TJ’s Calrose Rice, cooked according to package instructions",calrose rice
1211,TJ’s Everything but the Bagel Seasoned Smoked Salmon,everything bagel seasoned smoked salmon
1212,"TJ’s Persian Cucumbers, cut into thin medallions",persian cucumbers
1213,"TJ’s Roasted Seaweed, cut into bite-size strips",seaweed
1214,"TJ’s Green Dragon Hot Sauce, for drizzling",green dragon hot sauce
1215,"TJ’s Organic White Quinoa, cooked according to the package instruction",white quinoa
1216,"TJ’s Sweet Potato, diced",sweet potato
1217,TJ’s Organic Spinach,spinach
1218,TJ’s Green Goddess Dressing,green goddess dressing
1219,TJ’s Organic Crumbled Feta,feta
1220,TJ’s Raw Slivered Almonds,slivered almonds
1221,TJ’s Hash Brown Patties,hash brown patties
1222,TJ’s Organic Shredded Kale,kale
1223,"TJ’s Chili Onion Crunch, for drizzling",chili onion crunch
1224,TJ’s Marinated Artichoke,artichoke
1225,TJ’s Peeled Garlic,garlic
1226,"TJ’s Jumbo Pitted Greek Kalamata Olives, drained and halved lengthwise",jumbo pitted greek kalamata olives
1227,"Spanish Manzanilla with Pimento Paste, drained and halved crosswise",spanish manzanilla with pimento paste
1228,"TJ’s Capers, drained",capers
1229,TJ’s Organic Marinara Sauce,marinara sauce
1230,TJ’s Crumbled Feta Cheese,crumbled feta cheese
1231,"TJ’s Organic French Baguette, sliced and toasted for dipping",french baguette
1232,"TJ's Organic Dried & Pitted Deglet Noor Dates, roughly chopped",dried & pitted deglet noor dates
1233,TJ's Whole Milk,whole milk
1234,TJ's Super Premium French Vanilla Ice Cream,super premium french vanilla ice cream
1235,TJ’s Cornbread Stuffing Mix,cornbread stuffing mix
1236,TJ’s Dried Cranberries,dried cranberries
1237,TJ's Fully Cooked Turkey Meatballs,cooked turkey meatballs
1238,"TJ’s Turkey Gravy, for serving",turkey gravy
1239,TJ's Organic Coconut Milk,coconut milk
1240,TJ's White Chocolate Chips (seasonal),white chocolate chips
1241,Cinnamon,cinnamon
1242,TJ's Whipped Cream (optional),whipped cream
1243,"TJ's Honeycrisp or Granny Smith Apples, peeled, corred, & sliced approx. 1/4-inch thick (about 12 cups)",honeycrisp or granny smith apples
1244,"TJ's Organic Brown Sugar, divided",brown sugar
1245,"TJ's Gluten Free All Purpose Flour, divided",all purpose flour
1246,TJ's Spiced Chai Black Tea Concentrate,spiced chai black tea
1247,TJ's Gluten Free Rolled Oats,gluten free oats
1248,TJ's Pumpkin Pie Spice*,pumpkin pie spice *
1249,TJ's Organic Virgin Coconut Oil (room temperature),virgin coconut oil
1250,"TJ's Caramel Sauce, for serving (optional, but encouraged!)",caramel sauce
1251,TJ's Murasaki Sweet Potatoes (double quantity if potatoes are on the smaller side),murasaki sweet potatoes
1252,TJ's Legume & Spinach Salad,legume & spinach salad
1253,TJ's Crumbled Goat Cheese (optional),goat cheese
1254,"TJ’s Sea Salt, plus more for garnish",sea salt
1255,"TJ’s Large Eggs, room temperature",eggs
1256,TJ’s Caramel Sea Salt Baking Chips,caramel sea salt baking chips
1257,"TJ's Unsalted Butter, to grease pan",butter
1258,TJ's Heavy Whipping Cream,heavy whipping cream
1259,TJ's Organic Cane Sugar,cane sugar
1260,TJ's Semi-Sweet Chocolate Chips,semi-sweet chocolate chips
1261,TJ's Egg,egg
1262,TJ's French Baguette (about half of a baguette),french baguette
1263,"Whipped cream, for serving (optional)",whipped cream
1264,TJ's Fresh Mint,mint
1265,"TJ's Strawberries, rinsed & hulled",strawberries
1266,TJ's Kentucky Bourbon Straight Whiskey,kentucky bourbon straight whiskey
1267,TJ's Organic Strawberry Lemonade,strawberry lemonade
1268,TJ's Southwestern Chopped Salad Kit,southwestern chopped salad kit
1269,"TJ's Organic Black Beans, drained & rinsed",black beans
1270,TJ's Teeny Tiny Avocados,avocados
1271,TJ's Sea Salt (optional),sea salt
1272,TJ's Stone Hearth Baked French Bread,stone hearth baked french bread
1273,TJ's Red Pepper Spread,red pepper spread
1274,TJ's Organic Uncured Black Forest Ham,uncured black forest ham
1275,TJ's Sliced Swiss Cheese,sliced swiss cheese
1276,TJ's Microgreens or Organic Arugula,microgreens or arugula
1277,TJ's Organic Sweet Bread & Butter Pickle Chips (optional),sweet bread & butter pickle chips
1278,TJ's Whole Grain Mustard,whole grain mustard
1279,TJ's Salsa Autentica,salsa autentica
1280,"TJ's Whole Kernel Corn, drained",whole kernel corn
1281,"TJ's Organic Black Beans, drained",black beans
1282,"TJ's Premium Chunk White Chicken, drained",premium chunk white chicken
1283,TJ's Tortilla Chips,tortilla chips
1284,"TJ's Avocado, , Cilantro, and Lime for garnish",avocado
1285,TJ's Raw Almonds,almonds
1286,TJ's Organic Flaxseed Meal,meal
1287,TJ's Organic Pitted Medjool Dates,medjool dates
1288,TJ's Rolled Oats,oats
1289,"TJ's Semi-Sweet Chocolate Chips, chopped",semi-sweet chocolate chips
1290,TJ's Organic Unsweetened Coconut Chips,coconut chips
1291,TJ's Fresh Squeezed Limeade,limeade
1292,"TJ's Fresh Lime, sliced",lime
1293,TJ's Organic Sour Cream,sour cream
1294,TJ's 21 Seasoning Salute,salute
1295,TJ's Iceberg Lettuce,iceberg lettuce
1296,"TJ's Roma Tomatoes, chopped (discard juicy pulp)",roma tomatoes
1297,TJ's Crumbled Blue Cheese,blue cheese
1298,"TJs Bacon, cooked & chopped",tjs bacon
1299,"TJ's Fresh Chives, for garnish",chives
1300,TJ's Tortilla Chips for dipping (we especially like Quinoa & Black Bean Tortilla Chips here),tortilla chips
1301,TJ's Organic Cole Slaw Kit,cole slaw kit
1302,TJ's Raw Sliced Almonds,sliced almonds
1303,"TJ's Organic Fresh Mint, torn into pieces",mint
1304,"TJ's Peach, thinly sliced",peach
1305,TJ’s White Rum Of The Gods,white rum gods
1306,TJ’s Fresh Lime,lime
1307,TJ’s Sparkling Coconut Water with Yuzu,coconut water with yuzu
1308,TJ’s Cayenne Pepper,cayenne pepper
1309,TJ’s Blanco Tequila,blanco tequila
1310,TJ’s Fresh Lemon (plus a lemon slice for garnish),lemon
1311,TJ’s Organic Sparkling Lemon + Strawberry Apple Cider Vinegar Beverage,lemon + strawberry apple cider vinegar beverage
1312,TJ's Kentucky Bourbon,kentucky bourbon
1313,TJ's Organic Blue Agave syrup (optional),blue agave syrup
1314,TJ’s Sparkling Black Tea & Peach Juice Beverage,black tea & peach juice beverage
1315,TJ’s Texas Vodka,texas vodka
1316,TJ’s Fresh Lemon,lemon
1317,TJ’s Sparkling Strawberry Juice Beverage,strawberry juice beverage
1318,"TJ's Fresh Strawberries, for garnish",strawberries
1319,TJ's Red Chili Pepper,red chili pepper
1320,TJ's Grated Parmesan Cheese,parmesan cheese
1321,"TJ's Organic French Baguette or your favorite TJ's bread, warmed & sliced",french baguette or bread
1322,TJ's Freeze Dried Strawberries,freeze dried strawberries
1323,TJ's Organic Powdered Sugar,sugar
1324,"TJ's Key Lime Pie, thawed according to package directions",key lime pie
1325,TJ’s Mini Watermelon,mini watermelon
1326,TJ’s Fresh Squeezed Lemonade,lemonade
1327,TJ’s Branzino Fillets,branzino fillets
1328,TJ’s Pearled Couscous,pearled couscous
1329,"TJ’s Organic Cherry Tomatoes, halved",cherry tomatoes
1330,"TJ’s Green Onions, thinly sliced (white & light green parts only)",green onions
1331,"TJ’s Organic Kalamata Olives, roughly chopped",kalamata olives
1332,TJ’s Lemon (reserve 4 lemon wedges for serving),lemon
1333,TJ’s Sea Salt & Black Pepper,sea salt & black pepper
1334,TJ’s Fresh Organic Thyme,thyme
1335,You will also need 4 pieces of parchment paper (12” by 18”) and 2 baking sheets,pieces parchment paper and sheets
1336,"TJ’s Vegan Banana Bread, cut into 8 slices",vegan banana bread
1337,"TJ’s Bananas, peeled and sliced into coins",bananas
1338,TJ’s Walnut Baking Pieces,walnut baking pieces
1339,TJ’s Blanc de Blancs French Sparkling Wine,blanc blancs french sparkling wine
1340,TJ’s Organic Orange Strawberry Banana Juice,orange strawberry banana juice
1341,"TJ’s Canola Oil Spray or Coconut Oil Spray, to grease pan",canola oil spray or coconut oil spray
1342,"TJ’s Bananas, ripe but firm",bananas
1343,TJ’s Banana Bread Mix,banana bread mix
1344,"TJ’s All-Purpose Flour, plus more for dusting pan",all-purpose flour
1345,"TJ’s Fresh or Frozen Raspberries, plus a few more for garnish",or frozen raspberries
1346,TJ’s 72% Cacao Dark Chocolate Chips,cacao dark chocolate chips
1347,TJ’s Banana & Almond Butter Protein Smoothie Beverage,banana & almond butter protein smoothie beverage
1348,TJ’s Cold Brew Coffee Concentrate (do not dilute),cold brew coffee
1349,"TJ’s Banana, peeled and frozen",banana
1350,"TJ’s Dark Chocolate Covered Espresso Beans, crushed",dark chocolate covered espresso beans
1351,TJ's Magnifisauce,magnifisauce
1352,TJ's Organic Shredded Cabbage & Carrots,shredded cabbage & carrots
1353,TJ's Burgers or Meatless Patties of your choice,burgers or meatless patties choice
1354,TJ's Sea Salt & Pepper,sea salt & pepper
1355,TJ's Burger Buns,burger buns
1356,TJ's Handsome Cut Fries OR TJ's Potato Tots,handsome cut fries or potato tots
1357,"TJ's ripe avocado, jalapeño, or your favorite burger garnishes",ripe avocado
1358,TJ's Holiday Vegetable Hash (seasonal),holiday vegetable hash
1359,TJ's Sliced Cremini Mushrooms,sliced cremini mushrooms
1360,TJ's Organic Turkey Bone Broth (seasonal) OR TJ's Organic Free Range Chicken Broth,turkey bone broth or free range chicken broth
1361,TJ's Cultivated Wild Rice,wild rice
1362,TJ's Turkey,turkey
1363,"TJ's Cuban Style Citrusy Garlic Seasoning Blend, divided",cuban style citrusy garlic seasoning blend
1364,TJ's Canola Oil or Sunflower Oil,canola oil or sunflower oil
1365,"TJ's Fresh Citrus (we used the juice of 1 orange, 1 lemon, and 1 lime)",citrus juice orange
1366,TJ's All Natural Crate Free Pork Tenderloin,crate free pork tenderloin
1367,TJ's Black Beans,black beans
1368,TJ's Frozen Jasmine Rice,frozen jasmine rice
1369,"TJ's Fresh Cilantro, chopped",cilantro
1370,"Cotija Cheese, crumbled, for garnish",cotija cheese
1371,TJ’s Sliced Halloumi Cheese (seasonal),sliced halloumi cheese
1372,"TJ’s Watermelon Spears or 1/4 of a TJ's Watermelon, cubed",watermelon spears or / watermelon
1373,TJ’s Fresh Basil Leaves,basil leaves
1374,TJ’s Black Mission Figs,black mission figs
1375,TJ’s Balsamic Glaze,balsamic glaze
1376,TJ's Roasted Potatoes with Peppers & Onions,potatoes with peppers & onions
1377,"leftover cooked Corned Beef, cubed to potato size (seasonal)",beef
1378,TJ's Pure Imported Olive Oil,extra virgin olive oil
1379,TJ's Clarified Butter (Ghee),clarified butter
1380,TJ's Globe Artichokes (4 count - Seasonal),globe artichokes
1381,TJ's Lemons,lemons
1382,TJ's Premium Peeled Garlic Cloves,premium peeled garlic cloves
1383,"TJ's Sea Salt, or to taste",sea salt
1384,"TJ's Ground Black Pepper, or to taste",ground black pepper
1385,"TJ's Aioli Garlic Mustard Sauce, for dipping",aioli garlic mustard sauce
1386,TJ's Trader Potato Tots,trader potato tots
1387,"TJ's Jalapeño Jack Cheese, shredded and divided",jalapeño jack cheese
1388,batch of Jackfruit Carnitas (or 2 cups of your favorite cooked protein),batch jackfruit carnitas
1389,"TJ's Hot & Sweet Jalapeños, Sour Cream & Cilantro (for garnish)",hot & sweet jalapeños
1390,TJ's Fresh Corn,corn
1391,TJ's Green Goddess Salad Dressing,green goddess salad dressing
