ingredient_id,ingredient_name,norm_name
38,TJ’s Extra Virgin Olive Oil,extra virgin olive oil
39,"TJ’s Fresh Fennel bulb, cut into thick slices, reserve the fronds",fennel bulb
40,"TJ’s Lemon, sliced into thick rounds",lemon
41,"TJ’s Orange, sliced into thick rounds",orange
42,"TJ’s Fresh Garlic, skin on",garlic
43,TJ’s Rainbow Peppercorns,rainbow peppercorns
44,TJ’s All Natural Bone-In Skin-On Chicken Thighs,bone-in skin-on chicken thighs
45,"TJ's Frenched, Bone-In, Center-Cut Pork Loin Chops",frenched
46,"TJ's Soyaki, divided",soyaki
47,"TJ's Pineapple, cut into wedges",pineapple
48,TJ's Prosciutto Wrapped Fresh Mozzarella Cheese sticks,prosciutto wrapped mozzarella cheese sticks
49,"TJ’s Zucchini, sliced into thin planks",zucchini
50,TJ’s Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,crunchy sesame sunflower seeds pepitas salsa macha
51,"TJ’s Authentic Greek Feta In Brine, crumbled",authentic greek feta brine
52,TJ’s Lemon,lemon
53,"TJ’s Cauliflower, sliced into thick planks, core intact",cauliflower
54,TJ’s Hot Honey Mustard Dressing,hot honey mustard dressing
55,"TJ’s Heirloom Tomatoes, sliced into thick rounds",heirloom tomatoes
56,TJ’s Organic Ranch Dressing,ranch
57,TJ’s Japanese Style Panko Breadcrumbs,japanese style panko breadcrumbs
58,TJ’s Black Peppercorns,black peppercorns
59,TJ’s 100% Canola Oil,canola oil
60,TJ’s Traditional Whole Milk Ricotta Cheese,traditional whole milk ricotta cheese
61,"TJ’s Steamed & Peeled Baby Beets, warmed according to package instructions, if desired, and sliced into thin rounds",steamed & peeled baby beets
62,"TJ’s Raw Pistachio Nutmeats, roughly chopped",pistachio nutmeats
63,"TJ’s Extra Virgin Olive Oil, for drizzling",extra virgin olive oil
64,TJ’s Spaghetti,spaghetti
65,"TJ’s Organic Silken Tofu, drained",silken tofu
66,"TJ’s Nutritional Yeast, plus more for sprinkling",nutritional yeast
67,TJ’s White Miso Paste,white miso paste
68,TJ’s Lemons,lemons
69,"TJ’s Black Peppercorns, plus more for serving",black peppercorns
70,"TJ’s Tiny Fruity Cuties, divided",fruity cuties
71,TJ’s Pitted Amarena Cherries with Stems in Syrup,amarena cherries with stems in syrup
72,TJ’s French Vanilla Ice Cream,french vanilla ice cream
73,TJ’s Whole Milk,whole milk
74,TJ’s Whipped Cream,whipped cream
75,TJ’s Cornbread Mix,cornbread mix
76,TJ’s All-Purpose Flour,all-purpose flour
77,"TJ’s French Vanilla Ice Cream, plus plenty more for scooping",french vanilla ice cream
78,TJ’s Multi-Floral & Clover Honey,multi-floral & clover honey
79,"TJ’s Gochujang, for rolling",gochujang
80,TJ’s Strawberry & Watermelon Marshmallows,strawberry & watermelon marshmallows
81,TJ’s Strawberry Yogurt O’s,strawberry yogurt o ’ s
82,"TJ’s Frozen Pie Crusts, thawed at room temperature for 2 hours",frozen pie crusts
83,"TJ’s Berries, (we use a mix of fresh Blueberries, Raspberries, and Blackberries)",berries
84,TJ’s Organic Cane Sugar,cane sugar
85,"TJ’s All-Purpose Flour, plus more for dusting",all-purpose flour
86,"TJ’s Unsalted Butter, cubed",butter
87,"TJ’s Lemon, plus 2 tablespoons juice",lemon
88,TJ’s Fresh Thyme,thyme
89,"TJ’s Heavy Cream, for brushing on crust; and to whip up for topping (optional but encouraged!)",heavy cream
90,"TJ’s Turbinado Raw Cane Sugar, for sprinkling",turbinado cane sugar
91,TJ's Creamy Salted Almond Butter,creamy salted almond butter
92,TJ’s Lime,lime
93,TJ’s Organic Blue Agave Syrup,blue agave syrup
94,TJ’s Organic Crushed Red Pepper,red pepper
95,TJ’s Chile Lime Seasoning Blend,chile lime seasoning blend
96,"TJ’s Lime, sliced into wedges",lime
97,"TJ’s Jalapeño, thinly sliced",jalapeño
98,TJ’s Mango Cream Bars,mango cream bars
99,TJ’s Lime Sparkling Water,lime sparkling water
100,"TJ’s Ciabatta Demi-Baguette, sliced in half lengthwise, then cut in half widthwise, on a bias, to make two sandwiches",ciabatta demi-baguette
101,"TJ’s Triple Creme Brie, cut into 8 slices",triple creme brie
102,"TJ’s Bacon, cooked according to package instructions",bacon
103,TJ’s Apple,apple
104,TJ’s Carne Asada Authentica,carne asada authentica
105,TJ’s Baby Lettuce Mix,baby lettuce mix
106,"TJ’s Roasted Corn, prepared according to package instructions",corn
107,TJ’s Mini Grape Tomatoes,mini grape tomatoes
108,crumbled Cotija Cheese,cotija cheese
109,"TJ’s Red Onion, thinly sliced",red onion
110,TJ’s Cilantro Dressing,cilantro dressing
111,TJ’s Olive Oil,extra virgin olive oil
112,"TJ’s Angus Chuck, Brisket, & Sirloin 1/3 lb. Ground Beef Patties",angus chuck
113,"TJ’s Triple Cream Soft Ripened Cambozola® Blue Cheese, sliced into rectangles",triple cream soft cambozola® blue cheese
114,TJ’s Brioche Buns,brioche buns
115,TJ’s Fig Butter,fig butter
116,TJ’s Arugula,arugula
117,"TJ’s Zucchini, stems removed and sliced lengthwise into thin planks",zucchini
118,TJ’s Part Skim Ricotta,part skim ricotta
119,TJ’s Grated Pecorino Romano & Parmesan Cheese Blend,pecorino romano & parmesan cheese blend
120,TJ’s Fresh Basil,basil
121,TJ’s Caro Sugo Italian Tomato Basil Pasta Sauce,caro sugo italian tomato basil pasta sauce
122,TJ’s Shredded Mozzarella Cheese,shredded mozzarella cheese
123,TJ’s Baby Broccoli,baby broccoli
124,TJ’s Creamy Dreamy Hummus,creamy dreamy hummus
125,TJ’s Crumbled Feta Cheese with Mediterranean Herbs,feta cheese with mediterranean herbs
126,"TJ’s Chevre Goat's Milk Cheese, sliced into 6 medallions, then chilled until ready to use",chevre goat milk cheese
127,TJ’s Green Goddess Spice Blend,green goddess spice blend
128,TJ’s Organic Extra Virgin Olive Oil Spray,extra virgin olive oil spray
129,TJ’s Homestyle Angus Beef Meatballs,homestyle angus beef meatballs
130,TJ’s Marinara Sauce,marinara sauce
131,"TJ’s Sandwich Rolls, sliced lengthwise, leaving one edge intact",sandwich rolls
132,TJ’s Sliced Provolone,sliced provolone
133,TJ’s Organic Shredded Green & Red Cabbage with Orange Carrots,shredded green & red cabbage with orange carrots
134,"TJ’s Yellow Onion, thinly sliced",yellow onion
135,TJ’s Hot & Sweet Jalapeño Peppers,hot & sweet jalapeño peppers
136,TJ’s Raw Apple Cider Vinegar,apple cider vinegar
137,TJ’s Organic Oregano,oregano
138,TJ’s Organic Tofu,tofu
139,TJ’s Organic Ground Turmeric,ground turmeric
140,TJ’s California Garlic Powder,california garlic powder
141,TJ’s California Onion Powder,california onion powder
142,TJ’s Black Pepper,black pepper
143,TJ’s Nutritional Yeast,nutritional yeast
144,"TJ’s Organic Mini Flour Tortillas, warmed",mini flour tortillas
145,"TJ’s Avocados, sliced",avocados
146,TJ’s Pico de Gallo,pico gallo
147,TJ’s Cilantro,cilantro
148,"TJ’s Limes, sliced into wedges",limes
149,TJ’s Organic Baby Lettuce,baby lettuce
150,"TJ’s Blood Oranges, peeled and sliced into thin rounds",blood oranges
151,"TJ’s Fennel, thinly sliced",fennel
152,"TJ’s Avocado, skin removed and sliced",avocado
153,"TJ’s Roasted & Salted Pecan Halves, roughly chopped",roasted & salted pecan halves
154,TJ’s Organic Crumbled Feta Cheese,crumbled feta cheese
155,TJ’s Balsamic Vinaigrette,balsamic vinaigrette
156,TJ's Lentils,lentils
157,TJ’s Taco Seasoning Mix,taco seasoning mix
158,TJ’s Corn Tortillas,corn tortillas
159,"TJ’s Bell Peppers, one color or an array)",bell peppers
160,TJ’s Cilantro Salad Dressing,cilantro salad dressing
161,"TJ’s Fresh Cilantro leaves, for garnish",cilantro leaves
162,TJ's Organic Red Cherry Tomatoes,red cherry tomatoes
163,TJ's Olive Oil,extra virgin olive oil
164,TJ's Sea Salt,sea salt
165,"TJ's Organic White Quinoa, prepared according to package instructions",white quinoa
166,TJ's Thai Style Yellow Curry Sauce,thai style yellow curry sauce
167,"TJ's Organic Garbanzo Beans, drained",garbanzo beans
168,TJ's Organic Baby Spinach,baby spinach
169,"TJ's Bagels, sliced in half",bagels
170,TJ's Whipped Cream Cheese,whipped cream cheese
171,TJ's Wild Sockeye Smoked Salmon,wild sockeye smoked salmon
172,"TJ's Red Onion, very thinly sliced",red onion
173,"TJ's Persian Cucumbers, thinly sliced",persian cucumbers
174,"TJ's Capers, drained",capers
175,"TJ's Fresh Dill, for garnish",dill
176,"TJ's Lemon, sliced into wedges",lemon
177,TJ’s Freeze Dried Fig Slices,freeze dried fig slices
178,"TJ’s Unexpected Cheddar, sliced into bite-sized rectangles",cheddar
179,"TJ’s Fresh Thyme, to garnish",thyme
180,TJ’s Organic Unfiltered Apple Juice,apple juice
181,TJ’s Rolled Oats,oats
182,"TJ's Apple (your favorite varietal), chopped into small cubes",apple
183,TJ’s Organic Ground Cinnamon,ground cinnamon
184,Avocado Oil,avocado oil
185,"Jumbo Yellow Onion, diced",jumbo yellow onion
186,"medium-sized Sweet Potatoes, peeled and cubed",medium-sized sweet potatoes
187,TJ's Pearled Couscous,pearled couscous
188,TJ's Low Sodium Vegetable Broth,low sodium vegetable broth
189,TJ's Taco Seasoning,taco
190,TJ's Organic Tuscan Kale,tuscan kale
191,"TJ's Salt & Pepper, to taste",salt & pepper
192,TJ’s crusty bread,crusty bread
193,"TJ’s Shiitake Mushrooms, sliced",shiitake mushrooms
194,TJ’s Miso Ramen Cup,miso ramen cup
195,"TJ’s Baby Bok Choy, sliced in half and roughly chopped",baby bok choy
196,"TJ’s Furikake, for sprinkling",furikake
197,"TJ’s Green Onion, thinly sliced",green onion
198,TJ’s Mirepoix,mirepoix
199,"TJ’s Garlic, smashed",garlic
200,TJ’s Organic Free Range Chicken Broth,free range chicken broth
201,"TJ’s Parmesan, optional",parmesan
202,TJ’s Spinach Tortellini,spinach tortellini
203,"TJ’s Parmesan, to serve",parmesan
204,"TJ's Fresh Parsley, for ganish",parsley
205,TJ's Extra Virgin Olive Oil,extra virgin olive oil
206,"TJ’s Pizza Dough, left to sit at room temperature for 20 minutes",pizza dough
207,"TJ's Unbleached Enriched All-Purpose Flour, for dusting",all-purpose flour
208,"TJ’s Yangnyeom Sauce, plus more for drizzling",yangnyeom sauce
209,TJ’s Shredded Pepper Jack Cheese,shredded pepper jack cheese
210,"TJ’s Spicy Chicken Nuggets, sliced into thirds",spicy chicken nuggets
211,"TJ’s Cilantro, leaved plucked from the stems, to garnish",cilantro
212,TJ’s Double Cream Brie,double cream brie
213,"TJ’s Walnuts, roughly chopped",walnuts
214,"TJ’s Fresh Thyme, destemmed and chopped",thyme
215,"TJ’s Honey, plus more for drizzling",honey
216,"TJ's crackers or a TJ's Organic Baguette, for serving",crackers or baguette
217,"TJ’s Pecorino Romano Cheese, plus more for serving",pecorino romano cheese
218,"TJ’s Large Eggs, plus 2 yolks",eggs
219,TJ’s Organic Spaghetti Triangoletti Pasta,spaghetti triangoletti pasta
220,"TJ’s Uncured Apple Smoked Bacon, chopped into thin strips and cooked until crispy (ensure this step is complete before the pasta water comes to a boil)",apple smoked bacon
221,TJ’s Fontina Cheese,fontina cheese
222,"TJ’s Shrimp Scampi, prepared according to package instructions",shrimp scampi
223,"TJ’s Lemon, one half zested, the other half quartered and thinly sliced",lemon
224,TJ’s Organic Raw Apple Cider Vinegar,apple cider vinegar
225,TJ's Rainbow Peppercorns,rainbow peppercorns
226,TJ’s Joe's Diner Mac n' Cheese,diner mac n cheese
227,TJ’s Pepper Jack Cheese Blend,pepper jack cheese blend
228,TJ’s Tortilla Chips,tortilla chips
229,TJ’s Hot Pico de Gallo,hot pico gallo
230,"TJ’s Green Onions, chopped",green onions
231,TJ's Organic Free Range Chicken Broth,free range chicken broth
232,TJ's Mediterranean Style Orzo Pasta Salad,mediterranean style orzo pasta salad
233,"TJ's Lemon Pepper Grilled Chicken, sliced into bite-sized pieces",lemon pepper grilled chicken
234,TJ’s Organic Non-Dairy Unsweetened Coconut Beverage,non-dairy unsweetened coconut beverage
235,TJ’s Organic Chia Seeds,chia seeds
236,TJ’s Organic Raspberries,raspberries
237,"TJ's Milk, heated to 110-115°F",milk
238,"TJ's Organic Powdered Cane Sugar, plus more for dusting",powdered cane sugar
239,SAF Active Dry Perfect Rise Yeast,saf active dry perfect rise yeast
240,"TJ's Unbleached Enriched All-Purpose Flour, plus more for dusting",all-purpose flour
241,TJ's Large Egg,egg
242,TJ's Organic Pure Bourbon Vanilla Extract,pure bourbon vanilla extract
243,"TJ's Unsalted Butter, melted",butter
244,TJ's Canola Oil,canola oil
245,"TJ's Strawberry or Raspberry Preserves, TJ's Cocoa Almond Spread, or TJ's Lemon Curd",strawberry or raspberry preserves
246,Special tool: Piping bag or squeeze bottle,special tool piping or squeeze
247,TJ’s Eggs,eggs
248,TJ’s Egg Nog,egg nog
249,TJ’s Organic Brown Sugar,brown sugar
250,TJ’s Organic Pure Bourbon Vanilla Extract,pure bourbon vanilla extract
251,"TJ’s Ground Nutmeg, plus more to serve",ground nutmeg
252,TJ’s Braided & Sliced Brioche,braided & sliced brioche
253,"TJ’s Maple Syrup, to serve",maple syrup
254,"TJ’s Whipped Cream, to serve",whipped cream
255,TJ's Premium Vanilla Ice Cream,premium vanilla ice cream
256,TJ's Egg Nog (seasonal),egg nog
257,TJ's Ground Nutmeg,ground nutmeg
258,"TJ's Ground Cinnamon, plus a sprinkle for garnish",ground cinnamon
259,TJ's Cinnamon Sticks,cinnamon sticks
260,TJ's Strained Thick & Creamy Plain Greek Yogurt,thick & creamy plain greek yogurt
261,TJ's Cuban Style Citrusy Garlic Seasoning Blend,cuban style citrusy garlic seasoning blend
262,TJ's Smoked Paprika,paprika
263,TJ's Lemon,lemon
264,TJ's All Natural Chicken Breast Tenders,chicken breast tenders
265,"TJ's Oil or Oil Spray, for greasing the grill grates",oil or oil spray
266,"TJ's Cilantro, chopped, for garnish",cilantro
267,"TJ's Persian Cucumber, sliced into thin coins",persian cucumber
268,"TJ's Unsalted Butter, for greasing pan",butter
269,TJ's Panettone,panettone
270,TJ's Egg Nog,egg nog
271,"TJ's Organic Powdered Cane Sugar, for dusting",powdered cane sugar
272,TJ’s Organic Biscuits,biscuits
273,TJ’s Cotswold® Double Gloucester with Chive and Onion,cotswold® double gloucester with chive and onion
274,TJ's Chives,chives
275,"TJ's Garlic, smashed",garlic
276,"TJ's Orange, peeled and sliced into thin strips",orange
277,TJ's Rosemary,rosemary
278,"TJ's Manchego Cheese, cut into bite-sized cubes",manchego cheese
279,"TJ's Shredded Hash Browns, thawed",shredded hash browns
280,TJ's Condensed Cream of Portabella Mushroom Soup,condensed cream portabella mushroom soup
281,TJ's Shredded Sharp Cheddar,sharp cheddar
282,"TJ's Fully Cooked Uncured Bacon, prepared according to package instructions then chopped",uncured bacon
283,"TJ's Chives, finely diced, divided",chives
284,TJ's Pepper,pepper
285,"TJ's Turkey and Stuffing Seasoned Kettle Chips, crushed",turkey and stuffing seasoned kettle chips
286,TJ's Sour Cream,sour cream
287,TJ's Triple Ginger Brew (seasonal),triple ginger brew
288,TJ's 100% Orange Juice,orange juice
289,Ice,ice
290,"TJ's Organic Whole Fresh Cranberries (seasonal), rinsed",whole cranberries
291,"TJ's Organic Sugar, divided (for optional step)",sugar
292,water (for optional step),water
293,"TJ's Mint, for garnish",mint
294,"TJ's Navel Orange, sliced, for garnish",navel orange
295,"TJ's Unsalted Butter, softened",butter
296,"TJ's Fresh Rosemary, destemmed",rosemary
297,"TJ's Fresh Thyme, destemmed",thyme
298,"TJ's Fresh Sage, destemmed",sage
299,TJ’s Organic Canola Oil Spray,canola oil spray
300,TJ’s French Green Beans,french green beans
301,"TJ’s Red Onion, cut into ¼-inch thick slices",red onion
302,"TJ’s Garlic Cloves, roughly chopped",garlic cloves
303,TJ’s Sweet Chili Sauce,sweet chili sauce
304,"TJ’s Dry Roasted & Salted Almonds, chopped",dry roasted & salted almonds
305,TJ's Crunchy Chili Onion,crunchy chili onion
306,TJ's Whole Milk Vanilla Bean Greek Yogurt,whole milk vanilla bean greek yogurt
307,TJ's Honey,honey
308,"TJ's Pumpkin Pie Spice (seasonal), plus more for sprinkling",pumpkin pie spice
309,"TJ's Apple varietal, sliced",apple varietal
310,TJ’s Buttermilk Protein Pancake Mix,buttermilk protein pancake mix
311,TJ’s No Sugar Added Dark Chocolate Chips,sugar added dark chocolate chips
312,TJ’s Strawberries,strawberries
313,"TJ’s Vegan Heavy Whipping Cream Alternative, whipped according to package instructions, or TJ’s Heavy Whipping Cream whipped to soft peak-stage",vegan heavy whipping cream alternative
314,"TJ’s Olive Oil, divided",extra virgin olive oil
315,TJ’s Ground Turkey,ground turkey
316,"TJ’s Capellini pasta, cook according to package instructions",capellini pasta
317,"TJ’s Leek, sliced",leek
318,"TJ’s Carrots of Many Colors, thinly sliced on a bias",carrots many colors
319,"TJ’s Grower’s Reserve Chardonnay, or your favorite dry white TJ’s wine",grower ’ reserve chardonnay
320,TJ’s Thyme leaves,thyme leaves
321,"TJ’s Sea Salt, to taste",sea salt
322,"TJ’s Black Peppercorns, to taste",black peppercorns
323,TJ’s Clarified Butter,clarified butter
324,"TJ’s Mushroom & Company Multipurpose Umami Seasoning Blend, plus more for sprinkling",mushroom & company multipurpose umami seasoning blend
325,TJ’s Organic Olive Oil Popcorn,olive oil popcorn
326,TJ’s Parmesan,parmesan
327,"TJ’s Organic Polenta, sliced into ½-inch rounds",polenta
328,"TJ’s Silver Goat Cheese Log, sliced into 4 ½-inch rounds",silver goat cheese log
329,"TJ’s Organic Mixed Medley Cherry Tomatoes, sliced in half",mixed medley cherry tomatoes
330,TJ’s Shiitake Mushrooms,shiitake mushrooms
331,"TJ’s Red Onion, cut into half moons",red onion
332,"TJ’s Red Bell Pepper, cut into strips",red bell pepper
333,TJ’s 21 Seasoning Salute,salute
334,TJ’s Enchilada Sauce,enchilada sauce
335,TJ’s Carb Savvy Tortillas,carb savvy tortillas
336,"TJ’s Black Beans, drained",black beans
337,TJ’s Shredded 3 Cheese Blend,cheese blend
338,"TJ’s Jalapeño Sauce, optional",jalapeño sauce
339,TJ’s Unsalted Butter,butter
340,TJ’s String Cheese sticks,cheese sticks
341,TJ’s Organic Mini Flour Tortillas,mini flour tortillas
342,TJ’s Fresh Strawberry Preserves,strawberry preserves
343,Your favorite TJ’ Olive Oil,extra virgin olive oil
344,"TJ’s Gluten Free Baguette, cut into ½-inch slices",gluten free baguette
345,TJ’s Pre-Sliced Fresh Mozzarella Cheese Log,pre-sliced mozzarella cheese log
346,TJ’s Chimichurri Sauce,chimichurri sauce
347,"TJ’s Almond Paste, broken up into pieces",almond paste
348,TJ’s Blanched Almond Flour,almond flour
349,TJ’s Egg,egg
350,TJ’s Raw Sliced Almonds,sliced almonds
351,"TJ’s Dark Chocolate, chopped and melted",dark chocolate
352,"TJ’s Delicata Squash (depending on size), sliced in half lengthwise, seeds removed",delicata squash
353,TJ’s Mushroom Risotto,mushroom risotto
354,"TJ’s Organic Tuscan Kale, destemmed",tuscan kale
355,TJ’s Unsalted Dry Toasted Pecan Pieces,dry pecan pieces
356,TJ’s Sweetened Dried Cranberries,dried cranberries
357,"TJ’s Black Pepper Toscano Cheese, divided",black pepper toscano cheese
358,TJ’s Glaze,glaze
359,TJ's Organic French Baguette,french baguette
360,TJ's Pizza Sauce,pizza sauce
361,TJ's Pizza Seasoned Shredded Toscano Cheese,pizza seasoned shredded toscano cheese
362,TJ's Sliced Uncured Pepperoni,sliced uncured pepperoni
363,TJ's Spiced Cider (seasonal),spiced cider
364,TJ's Bourbon Whiskey,bourbon whiskey
365,TJ's Mandarin,mandarin
366,"TJ's Organic Cinnamon Stick, for garnish (optional)",cinnamon stick
367,"TJ’s Wild Caught Cod Fillets, about 1 to 1 ½ pounds",wild caught cod fillets
368,"TJ’s Unsalted Butter, melted and divided",butter
369,"TJ’s Golden Rounds Crackers, crushed",golden crackers
370,TJ’s Aglio Olio Garlicky & Spicy Seasoning Blend,aglio olio garlicky & spicy seasoning blend
371,"TJ’s Lemon, sliced into wedges",lemon
372,TJ’s Heavy Cream,heavy cream
373,TJ’s Organic Maple Butter,maple butter
374,"TJ’s 10 Minute Farro, cooked according to package instructions",minute farro
375,"TJ’s Sweet Italian Chicken Sausage, casings removed",sweet italian chicken sausage
376,TJ’s Yellow Onion,yellow onion
377,"TJ’s Garlic, chopped",garlic
378,"TJ’s Apple (your favorite variety), diced",apple
379,"TJ’s Organic Ground Black Pepper, to taste",ground black pepper
380,"TJ’s Organic Crushed Red Pepper, to taste",red pepper
381,"TJ’s Grated Parmesan Cheese, to serve",parmesan cheese
382,"TJ’s Granny Smith Apples, thinly sliced",granny smith apples
383,TJ’s Fleur de Sel Caramel Sauce,fleur sel caramel sauce
384,"TJ’s Graham Cracker Squares, crushed",graham cracker squares
385,"TJ’s Roasted & Unsalted Peanuts, chopped",roasted & unsalted peanuts
386,"TJ’s Organic Ground Cinnamon, for dusting",ground cinnamon
387,TJ’s Cut Butternut Squash,cut butternut squash
388,"TJ’s Salted Butter, melted",butter
389,TJ’s Maple Syrup,maple syrup
390,TJ’s Fresh Rosemary,rosemary
391,TJ’s Salt,salt
392,TJ’s Raw California Walnut Baking Pieces,california walnut baking pieces
393,"TJ’s Unsalted Butter Quarters, chopped into cubes",butter quarters
394,"TJ’s Mashed Sweet Potatoes, prepared according to package instructions",mashed sweet potatoes
395,"Sweet and Spicy Pecans, chopped",sweet and spicy pecans
396,TJ’s Red Onion,red onion
397,"TJ’s Limes, juiced",limes
398,"TJ’s Farfalle Pasta, cooked according to package instructions, then rinse with cold water",farfalle pasta
399,"TJ’s Black Beans, drained and rinsed",black beans
400,"TJ’s Organic Super Sweet Cut Corn, thawed from frozen",super sweet cut corn
401,"TJ’s Cotija Cheese, crumbled",cotija cheese
402,"TJ’s Cilantro, chopped, to garnish",cilantro
403,TJ’s Low Sodium Soy Sauce,low sodium soy sauce
404,TJ’s Rice Vinegar,rice vinegar
405,TJ’s Organic Sugar,sugar
406,TJ’s Organic Pasture Raised Large Brown Eggs,pasture brown eggs
407,TJ's Sriracha Sauce,sriracha sauce
408,TJ's Nori Komi Furikake Japanese Multi-Purpose Seasoning,nori komi furikake japanese multi-purpose seasoning
409,TJ’s Hamburger Buns,hamburger buns
410,TJ’s Ground Beef Patties 80% Lean/20% Fat,ground beef patties lean/ fat
411,TJ’s Organic American Singles,american singles
412,TJ’s Organic Ketchup,ketchup
413,TJ’s Fire Roasted Peppers & Onions,fire roasted peppers & onions
414,TJ’s Grilled Chicken Strips,chicken strips
415,TJ’s Oil Spray,oil spray
416,TJ’s Roasted Corn,corn
417,"TJ’s Frozen Organic Jasmine Rice, prepared according to package instructions",frozen jasmine rice
418,"TJ’s Avocados, thinly sliced",avocados
419,"TJ’s Limes, cut into wedges",limes
420,TJ's Frozen Strawberries,frozen strawberries
421,TJ's Organic Hemp Vanilla Protein Powder,hemp vanilla protein powder
422,"TJ's Banana, peeled",banana
423,TJ's Organic Unsweetened Vanilla Almond Beverage,vanilla almond beverage
424,"TJ's Peanut Butter with Honey, plus more for drizzling",peanut butter with honey
425,TJ's Peanut Butter Protein Granola,peanut butter protein granola
426,"TJ's Fresh Strawberries, hulled & thinly sliced, for garnish (optional)",strawberries
427,TJ’s Speculoos Cookies,speculoos cookies
428,"TJ’s Unsalted Butter, melted",butter
429,"TJ’s Chocolate Brooklyn Babka, chopped into bite-sized pieces",chocolate brooklyn babka
430,TJ’s Organic Powdered Cane Sugar,powdered cane sugar
431,"TJ’s Double Chocolate Wafer Cookies, crushed, plus a few whole cookies to garnish",double chocolate wafer cookies
432,TJ’s Almond Chipotle Dip,almond chipotle dip
433,TJ's Organic Blue Agave Syrup,blue agave syrup
434,TJ’s Brioche Hot Dog Buns,brioche hot dog buns
435,"TJ’s Eggs, cracked and scrambled",eggs
436,TJ’s Organic American Singles Cheese,american singles cheese
437,"TJ’s Uncured Apple Smoked Bacon, cooked then chopped into bite-sized pieces",apple smoked bacon
438,"TJ’s Habanero Hot Sauce, to serve",habanero hot sauce
439,TJ’s Organic Riced Cauliflower,riced cauliflower
440,"TJ’s Garlic, finely chopped",garlic
441,"TJ’s Fresh Parsley, finely chopped",parsley
442,TJ’s Parmesan Cheese,parmesan cheese
443,TJ’s Stracciatella Burrata Filling,stracciatella burrata filling
444,TJ’s Frozen Strawberries,frozen strawberries
445,"TJ’ Sea Salt, to taste",tj ’ sea salt
446,"TJ’s Ciabatta Demi Baguette, sliced into rounds and toasted",ciabatta demi baguette
447,TJ’s Organic Mayonnaise,mayonnaise
448,TJ’s Sour Cream,sour cream
449,"TJ’s Chile Lime Seasoning Blend, plus more for garnish",chile lime seasoning blend
450,"TJ’s Fresh Corn on the Cob, husks and silks removed",cob
451,"TJ’s Fresh Cilantro, for garnish",cilantro
452,"TJ’s Lime, sliced into wedges for garnish",lime
453,"TJ’s Portabella Mushrooms (12659), cleaned and thinly sliced",portabella mushrooms
454,"TJ’s Yellow onion, thinly sliced",yellow onion
455,TJ’s Barbecue Sauce,barbecue sauce
456,TJ’s Brioche Hamburger Bun,brioche hamburger bun
457,"TJ’s Organic Coleslaw Kit, tossed with the included salad dressing",coleslaw kit
458,TJ’s Thai Style Red Curry Sauce,thai style red curry sauce
459,TJ's All Natural Chicken Drumsticks,chicken drumsticks
460,"TJ's Honey Sesame Cashews, chopped",honey sesame cashews
461,"TJ’s Green Onions, to garnish",green onions
462,"TJ’s Fresh Cilantro, to garnish",cilantro
463,"TJ’s Everything but the Bagel Cheddar Cheese, grated",everything bagel cheddar cheese
464,"TJ’s Egg, cracked and whisked",egg
465,TJ’s Gochujang Paste,gochujang paste
466,"TJ’s Frozen Beef Bulgogi, heated according to package instructions, reserve 1 tablespoon of juices after heating",frozen beef bulgogi
467,"TJ’s Little Gem Lettuce, cored, leaves washed and dried",little gem lettuce
468,"TJ’s Frozen Jasmine Rice, heated according to package instructions",frozen jasmine rice
469,"TJ’s Kimchi, to serve",kimchi
470,"TJ’s Chickepea Fusilli Pasta, cooked according to package instructions",chickepea fusilli pasta
471,"TJ’s Marinated Grilled Artichoke Halves, drained",artichoke halves
472,TJ’s Red Bell Pepper,red bell pepper
473,"TJ’s Jumbo Pitted Greek Kalamata Olive, sliced",jumbo pitted greek kalamata olive
474,"TJ’s Prosciutto Wrapped Fresh Mozzarella Cheese sticks, chopped into bite-sized pieces",prosciutto wrapped mozzarella cheese sticks
475,"TJ’s Balsamic Vinaigrette, divided",balsamic vinaigrette
476,TJ’s Unbleached All-Purpose Flour,all-purpose flour
477,TJ’s Ranch Seasoning Blend,ranch seasoning blend
478,"TJ’s Kosher Dill Pickle Chips, drained and pat dry",kosher dill pickle chips
479,TJ’s Organic Canola Oil,canola oil
480,"TJ’s Buttermilk Ranch Dressing, for dipping",buttermilk ranch dressing
481,TJ’s Super Premium French Vanilla Ice Cream,super premium french vanilla ice cream
482,"TJ’s Roasted & Salted Rosemary Marcona Almonds, chopped",roasted & salted rosemary marcona almonds
483,"TJ’s Fresh Rosemary, chopped",rosemary
484,TJ’s Non-Dairy Oat Beverage,non-dairy oat beverage
485,TJ’s Frozen Blueberries,frozen blueberries
486,TJ’s Spinach,spinach
487,TJ’s Raw Whole Cashews,whole cashews
488,TJ’s Organic Flaxseed Meal,meal
489,"TJ’s Ciabatta Demi-Baguette, sliced into thin rounds",ciabatta demi-baguette
490,TJ’s Wild Caught Boneless Grilled Sardines in Olive Oil,wild caught boneless grilled sardines in olive oil
491,TJ’s Grecian Style Eggplant with Tomatoes & Onions,grecian style eggplant with tomatoes & onions
492,TJ’s Traditional Olive Tapenade,traditional olive tapenade
493,"TJ’s Fresh Parsley, roughly chopped",parsley
494,TJ’s Lemon Curd,lemon curd
