category,product_name,price,unit,url,norm_name
Fresh Prepared Foods,Classic Greek Salad,$3.49,/9 Oz,https://www.traderjoes.com/home/products/pdp/classic-greek-salad-083579,classic greek salad
Fresh Prepared Foods,Caesar Salad with Salmon,$6.99,/8.25 Oz,https://www.traderjoes.com/home/products/pdp/caesar-salad-with-salmon-078792,caesar salad with salmon
Fresh Prepared Foods,Gluten Free Pizza Dough,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/gluten-free--pizza-dough-064663,gluten free pizza dough
Fresh Prepared Foods,Sous Vide Turkey Breast Tenderloins,$8.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/sous-vide-turkey-breast-tenderloins-073662,sous vide turkey breast tenderloins
Fresh Prepared Foods,Sous Vide Chicken Thighs,$8.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/sous-vide-chicken-thighs-074047,sous vide chicken thighs
Fresh Prepared Foods,Egg Salad,$4.99,/10 Oz,https://www.traderjoes.com/home/products/pdp/egg-salad-057824,egg salad
Fresh Prepared Foods,Hardwood Smoked Pulled Pork,$8.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/hardwood-smoked-pulled-pork-074968,hardwood smoked pork
Fresh Prepared Foods,Hardwood Smoked Pulled Chicken,$8.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/hardwood-smoked-pulled-chicken-074967,hardwood smoked chicken
Fresh Prepared Foods,Peanut Butter Overnight Oats,$1.99,/5.5 Oz,https://www.traderjoes.com/home/products/pdp/peanut-butter-overnight-oats-077544,peanut butter overnight oats
Fresh Prepared Foods,Apple Overnight Oats,$1.99,/5.5 Oz,https://www.traderjoes.com/home/products/pdp/apple-overnight-oats-077655,apple overnight oats
Fresh Prepared Foods,Roasted Hatch Chile & Jalapeño Cheese Dip,$4.99,/10 Oz,https://www.traderjoes.com/home/products/pdp/roasted-hatch-chile-jalapeno-cheese-dip-076968,hatch chile & jalapeño cheese dip
Fresh Prepared Foods,Kung Pao Brussels Sprouts,$5.99,/14 Oz,https://www.traderjoes.com/home/products/pdp/kung-pao-brussels-sprouts-076811,kung pao brussels sprouts
Fresh Prepared Foods,Super Chocolatey Chocolate Chunk Cookie Dough,$5.29,/14.4 Oz,https://www.traderjoes.com/home/products/pdp/super-chocolatey-chocolate-chunk-cookie-dough-075747,super chocolatey chocolate chunk cookie dough
Fresh Prepared Foods,Super Chocolatey Gluten Free Chocolate Chunk Cookie Dough,$5.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/super-chocolatey-gluten-free-chocolate-chunk-cookie-dough-075849,super chocolatey gluten free chocolate chunk cookie dough
Fresh Prepared Foods,Avocado Ranch Salad Kit,$3.99,/12.8 Oz,https://www.traderjoes.com/home/products/pdp/avocado-ranch-salad-kit-072567,avocado ranch salad kit
Fresh Prepared Foods,Spinach & Feta Egg White Burrito,$4.49,/7.1 Oz,https://www.traderjoes.com/home/products/pdp/spinach-feta-egg-white-burrito-077521,spinach & feta egg white burrito
Fresh Prepared Foods,Garlic & Asiago Cheese Dip,$4.99,/10 Oz,https://www.traderjoes.com/home/products/pdp/garlic-asiago-cheese-dip-077488,garlic & asiago cheese dip
Fresh Prepared Foods,Kosher Dill Pickle Spears,$4.49,/24 Fl Oz,https://www.traderjoes.com/home/products/pdp/kosher-dill-pickle-spears-076436,kosher dill pickle spears
Fresh Prepared Foods,Kosher Dill Pickle Chips,$4.49,/24 Fl Oz,https://www.traderjoes.com/home/products/pdp/kosher-dill-pickle-chips-076439,kosher dill pickle chips
Fresh Prepared Foods,Sesame Miso Salad with Salmon,$6.99,/10.25 Oz,https://www.traderjoes.com/home/products/pdp/sesame-miso-salad-with-salmon-077316,sesame miso salad with salmon
Fresh Prepared Foods,Green Goddess Salad,$5.99,/9.75 Oz,https://www.traderjoes.com/home/products/pdp/green-goddess-salad-077429,green goddess salad
Fresh Prepared Foods,Gluten Free Egg Fettuccine Pasta,$3.99,/9 Oz,https://www.traderjoes.com/home/products/pdp/gluten-free--egg-fettuccine-pasta-058643,gluten free egg fettuccine pasta
Fresh Prepared Foods,Lobster Bisque,$4.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/lobster-bisque-076371,lobster bisque
Fresh Prepared Foods,Gluten Free Pumpkin Ravioli,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/gluten-free-pumpkin-ravioli-076951,gluten free pumpkin ravioli
Fresh Prepared Foods,Mediterranean Hummus Snack Pack with Pita Chips,$2.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/mediterranean-hummus-snack-pack-with-pita-chips-097136,mediterranean hummus snack with pita chips
Fresh Prepared Foods,Italian Tomato & Burrata Ravioloni,$3.99,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/italian-tomato-burrata-ravioloni-074564,italian tomato & burrata ravioloni
Fresh Prepared Foods,Bruschetta Sauce,$3.99,/14.5 Oz,https://www.traderjoes.com/home/products/pdp/bruschetta-sauce-007904,bruschetta sauce
Fresh Prepared Foods,Organic Biscuits,$4.29,/16 Oz,https://www.traderjoes.com/home/products/pdp/organic-biscuits-073768,biscuits
Fresh Prepared Foods,4 Cheese Ravioli,$3.29,/10 Oz,https://www.traderjoes.com/home/products/pdp/4-cheese-ravioli-074256,cheese ravioli
Fresh Prepared Foods,Organic Crescent Rolls,$3.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/organic-crescent-rolls-073773,crescent rolls
Fresh Prepared Foods,Organic Jumbo Cinnamon Rolls,$4.99,/17.5 Oz,https://www.traderjoes.com/home/products/pdp/organic-jumbo-cinnamon-rolls-073721,jumbo cinnamon rolls
Fresh Prepared Foods,Cornbread Stuffing,$5.99,/17 Oz,https://www.traderjoes.com/home/products/pdp/cornbread-stuffing-071889,cornbread
Fresh Prepared Foods,Roasted Turkey & Sweet Potato Burrito,$4.79,/8 Oz,https://www.traderjoes.com/home/products/pdp/roasted-turkey-sweet-potato-burrito-074765,turkey & sweet potato burrito
Fresh Prepared Foods,Pumpkin Overnight Oats,$1.99,/5.5 Oz,https://www.traderjoes.com/home/products/pdp/pumpkin-overnight-oats-068787,pumpkin overnight oats
Fresh Prepared Foods,Sriracha Flavored Baked Tofu,$3.99,/7 Oz,https://www.traderjoes.com/home/products/pdp/sriracha-flavored-baked-tofu-056423,sriracha flavored baked tofu
Fresh Prepared Foods,Dill-icious Chopped Salad Kit,$3.99,/11.32 Oz,https://www.traderjoes.com/home/products/pdp/dill-icious-chopped-salad-kit-074577,dill-icious chopped salad kit
Fresh Prepared Foods,"Cheese, Spinach & Kale Egg Bites",$3.79,/4.2 Oz,https://www.traderjoes.com/home/products/pdp/cheese-spinach-kale-egg-bites-073765,cheese
Fresh Prepared Foods,Cheddar Cheese & Uncured Bacon Egg Bites,$3.79,/4.2 Oz,https://www.traderjoes.com/home/products/pdp/cheddar-cheese-uncured-bacon-egg-bites-073764,cheddar cheese & uncured bacon egg bites
Fresh Prepared Foods,BBQ & Black Pepper Toscano Chopped Salad,$3.49,/11 Oz,https://www.traderjoes.com/home/products/pdp/bbq-black-pepper-toscano-chopped-salad-073314,bbq & black pepper toscano chopped salad
Fresh Prepared Foods,Gluten Free Cheese Ravioli,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/gluten-free-cheese-ravioli-071762,gluten free cheese ravioli
Fresh Prepared Foods,Lemon Chicken & Arugula Salad,$5.49,/9.2 Oz,https://www.traderjoes.com/home/products/pdp/lemon-chicken-arugula-salad-097436,lemon chicken & arugula salad
Fresh Prepared Foods,Vegan Spinach & Cashew Ravioli,$3.99,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/vegan-spinach-cashew-ravioli-071761,vegan spinach & cashew ravioli
Fresh Prepared Foods,Italian Style Turkey Meatloaf,$8.99,/24 Oz,https://www.traderjoes.com/home/products/pdp/italian-style-turkey-meatloaf-012462,italian style turkey meatloaf
Fresh Prepared Foods,Egg Wraps,$4.69,/4.44 Oz,https://www.traderjoes.com/home/products/pdp/egg-wraps-073420,egg wraps
Fresh Prepared Foods,Cacio e Pepe Ravioli,$3.99,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/cacio-e-pepe-ravioli-065874,cacio e pepe ravioli
Fresh Prepared Foods,Tomato Feta Soup,$4.79,/20 Oz,https://www.traderjoes.com/home/products/pdp/tomato-feta-soup-058808,tomato feta soup
Fresh Prepared Foods,Kettle Cooked Chicken Soup,$4.99,/24 Oz,https://www.traderjoes.com/home/products/pdp/kettle-cooked-chicken-soup-056650,kettle cooked chicken soup
Fresh Prepared Foods,Spinach Tortellini,$3.29,/10 Oz,https://www.traderjoes.com/home/products/pdp/spinach-tortellini-095231,spinach tortellini
Fresh Prepared Foods,Vanilla Overnight Oats,$1.99,/5.5 Oz,https://www.traderjoes.com/home/products/pdp/vanilla-overnight-oats-061902,vanilla overnight oats
Fresh Prepared Foods,Harvest Apple Salad Kit,$3.99,/9.2 Oz,https://www.traderjoes.com/home/products/pdp/harvest-apple-salad-kit-068904,harvest apple salad kit
Fresh Prepared Foods,Holiday Vegetable Hash,$4.99,/18 Oz,https://www.traderjoes.com/home/products/pdp/holiday-vegetable-hash-068896,holiday vegetable hash
Fresh Prepared Foods,Honey Roasted Pumpkin Ravioli,$3.99,/9 Oz,https://www.traderjoes.com/home/products/pdp/honey-roasted-pumpkin-ravioli-050199,honey roasted pumpkin ravioli
Fresh Prepared Foods,Southwestern Chopped Salad Kit,$3.69,/13.6 Oz,https://www.traderjoes.com/home/products/pdp/southwestern-chopped-salad-kit-058463,southwestern chopped salad kit
Fresh Prepared Foods,Organic Coleslaw Kit,$2.99,/10 Oz,https://www.traderjoes.com/home/products/pdp/organic-coleslaw-kit-063491,coleslaw kit
Fresh Prepared Foods,Lemony Arugula Basil Salad Kit,$3.99,/9.75 Oz,https://www.traderjoes.com/home/products/pdp/lemony-arugula-basil-salad-kit-066293,lemony arugula basil salad kit
Fresh Prepared Foods,Sauerkraut with Pickled Persian Cucumbers,$4.49,/18 Oz,https://www.traderjoes.com/home/products/pdp/sauerkraut-with-pickled-persian-cucumbers-053094,sauerkraut with pickled persian cucumbers
Fresh Prepared Foods,Mediterranean Style Orzo Pasta Salad,$4.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/mediterranean-style-orzo-pasta-salad-061302,mediterranean style orzo pasta salad
Fresh Prepared Foods,Organic Caesar Salad Kit,$4.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/organic-caesar-salad-kit-061855,caesar salad kit
Fresh Prepared Foods,Organic Mediterranean Style Salad Kit,$3.99,/12.95 Oz,https://www.traderjoes.com/home/products/pdp/organic-mediterranean-style-salad-kit-062016,mediterranean style salad kit
Fresh Prepared Foods,Peanut Udon Noodle Salad,$4.99,/11.75 Oz,https://www.traderjoes.com/home/products/pdp/peanut-udon-noodle-salad-067489,peanut udon noodle salad
Fresh Prepared Foods,Chicken Sausage Breakfast Burrito,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/chicken-sausage-breakfast-burrito-061771,chicken sausage breakfast burrito
Fresh Prepared Foods,Organic Hearty Minestrone Soup,$4.99,/20 Oz,https://www.traderjoes.com/home/products/pdp/organic-hearty-minestrone-soup-058304,hearty minestrone soup
From the Freezer,Creamy Corn,$3.99,/14 Oz,https://www.traderjoes.com/home/products/pdp/creamy-corn-081757,creamy corn
From the Freezer,Teeny Tiny Maple Butter Tarts,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/teeny-tiny-maple-butter-tarts-082464,maple butter tarts
From the Freezer,Cookies 'N Cream Ice Cream Sandwiches,$4.99,/17 Fl Oz,https://www.traderjoes.com/home/products/pdp/cookies-n-cream-ice-cream-sandwiches-081727,cookies cream ice cream sandwiches
From the Freezer,Simit Turkish Sesame Bread,$3.49,/14.1 Oz,https://www.traderjoes.com/home/products/pdp/simit-turkish-sesame-bread-081133,simit turkish sesame bread
From the Freezer,Vanilla Non-Dairy Frozen Dessert,$4.29,/16 Fl Oz,https://www.traderjoes.com/home/products/pdp/vanilla-non-dairy-frozen-dessert-081238,vanilla non-dairy frozen dessert
From the Freezer,Mini Chicken Tacos,$5.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/mini-chicken-tacos-081280,mini chicken tacos
From the Freezer,Rustic Apple Tarte,$5.99,/17.6 Oz,https://www.traderjoes.com/home/products/pdp/rustic-apple-tarte-055201,rustic apple tarte
From the Freezer,Butternut Squash Risotto,$4.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/butternut-squash-risotto-081774,butternut squash risotto
From the Freezer,3 Cheese Pasta with Eggplant,$4.49,/13.05 Oz,https://www.traderjoes.com/home/products/pdp/3-cheese-pasta-with-eggplant-081173,cheese pasta with eggplant
From the Freezer,Crustless Peanut Butter & Strawberry Jam Sandwiches,$3.79,/8.89 Oz,https://www.traderjoes.com/home/products/pdp/crustless-peanut-butter-strawberry-jam-sandwiches-079742,crustless peanut butter & strawberry jam sandwiches
From the Freezer,Tropical Smoothie Blend,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/tropical-smoothie-blend-082433,tropical smoothie blend
From the Freezer,Spaghetti with Meat & Sauce,$4.49,/14 Oz,https://www.traderjoes.com/home/products/pdp/spaghetti-with-meat-sauce-082148,spaghetti with meat & sauce
From the Freezer,Baladi Egyptian Sourdough Pocket Bread,$2.49,/14.1 Oz,https://www.traderjoes.com/home/products/pdp/baladi-egyptian-sourdough-pocket-bread-078015,baladi egyptian sourdough pocket bread
From the Freezer,Uncured Pepperoni Pizza,$5.99,/17.63 Oz,https://www.traderjoes.com/home/products/pdp/uncured-pepperoni-pizza-079898,pepperoni pizza
From the Freezer,Vanilla Hold the Cone! Mini Ice Cream Cones,$3.99,/7.9 Oz,https://www.traderjoes.com/home/products/pdp/vanilla-hold-the-cone-mini-ice-cream-cones-057185,vanilla cone ! mini ice cream cones
From the Freezer,Strawberry Ice Cream,$3.79,/1 Pint,https://www.traderjoes.com/home/products/pdp/strawberry-ice-cream-081732,strawberry ice cream
From the Freezer,Mandarin Orange Chicken,$5.49,/22 Oz,https://www.traderjoes.com/home/products/pdp/mandarin-orange-chicken-066563,mandarin orange chicken
From the Freezer,Carnival Fun Cake Fries,$4.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/carnival-fun-cake-fries-080893,carnival fun cake fries
From the Freezer,Korean Japchae Fried Rice,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/korean-japchae-fried-rice-079732,korean japchae fried rice
From the Freezer,Strawberries & Cream Cloud Cake,$6.49,/17.64 Oz,https://www.traderjoes.com/home/products/pdp/strawberries-cream-cloud-cake-079658,strawberries & cream cloud cake
From the Freezer,Risotto Semplice,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/risotto-semplice-080602,risotto semplice
From the Freezer,Margherita Pizza,$4.79,/15 Oz,https://www.traderjoes.com/home/products/pdp/margherita-pizza-080530,margherita pizza
From the Freezer,Okonomiyaki Japanese Vegetable Pancake,$4.99,/10.2 Oz,https://www.traderjoes.com/home/products/pdp/okonomiyaki-japanese-vegetable-pancake-077090,vegetable pancake
From the Freezer,BBQ Chicken Pizza,$5.49,/13 Oz,https://www.traderjoes.com/home/products/pdp/bbq-chicken-pizza-090460,bbq chicken pizza
From the Freezer,Strawberry Mochi,$4.99,/6.8 Oz,https://www.traderjoes.com/home/products/pdp/strawberry-mochi-064499,strawberry mochi
From the Freezer,Shrimp Noodle Rolls,$3.99,/9.88 Oz,https://www.traderjoes.com/home/products/pdp/shrimp-noodle-rolls-076087,shrimp noodle rolls
From the Freezer,Blood Orange Mochi,$4.99,/6.8 Oz,https://www.traderjoes.com/home/products/pdp/blood-orange-mochi-081057,blood orange mochi
From the Freezer,Chicken Chile Verde Burritos,$3.99,/14 Oz,https://www.traderjoes.com/home/products/pdp/chicken-chile-verde-burritos-079689,chicken chile verde burritos
From the Freezer,Shredded Potato Hash Browns,$2.49,/20 Oz,https://www.traderjoes.com/home/products/pdp/shredded-potato-hash-browns-096969,potato hash browns
From the Freezer,Sliced Shiitake Mushrooms,$3.49,/10 Oz,https://www.traderjoes.com/home/products/pdp/sliced-shiitake-mushrooms-079900,sliced shiitake mushrooms
From the Freezer,Handheld Chicken Pot Pies,$4.49,/9 Oz,https://www.traderjoes.com/home/products/pdp/handheld-chicken-pot-pies-076360,handheld chicken pot pies
From the Freezer,Artichoke Bottoms,$2.99,/14 Oz,https://www.traderjoes.com/home/products/pdp/artichoke-bottoms-077333,artichoke bottoms
From the Freezer,Sweet Ripe Plantains,$2.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/sweet-ripe-plantains-076827,sweet ripe plantains
From the Freezer,Maître Pierre Tarte d' Alsace,$5.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/maitre-pierre-tarte-d-alsace-081279,maître pierre tarte d alsace
From the Freezer,Chicken Shu Mai,$3.99,/11 Oz,https://www.traderjoes.com/home/products/pdp/chicken-shu-mai-046189,chicken shu mai
From the Freezer,Vegetable Dumplings,$3.99,/10.58 Oz,https://www.traderjoes.com/home/products/pdp/vegetable-dumplings-077556,vegetable dumplings
From the Freezer,Teriyaki Mushroom Mini Bao Buns,$4.99,/9.52 Oz,https://www.traderjoes.com/home/products/pdp/teriyaki-mushroom-mini-bao-buns-076541,teriyaki mushroom mini bao buns
From the Freezer,Strawberry Hold the Cone! Mini Ice Cream Cones,$3.99,/7.9 Oz,https://www.traderjoes.com/home/products/pdp/strawberry-hold-the-cone-mini-ice-cream-cones-079744,strawberry cone ! mini ice cream cones
From the Freezer,Chicken Mole,$6.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/chicken-mole-079863,chicken mole
From the Freezer,Crispy Potato & Poblano Pepper Tacos,$4.99,/11.64 Oz,https://www.traderjoes.com/home/products/pdp/crispy-potato-poblano-pepper-tacos-075848,crispy potato & poblano pepper tacos
From the Freezer,Mini Mushroom Tartelettes,$5.49,/9 Oz,https://www.traderjoes.com/home/products/pdp/mini-mushroom-tartelettes-079108,mini mushroom tartelettes
From the Freezer,Garlic Gondolas,$3.99,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/garlic-gondolas-076022,garlic gondolas
From the Freezer,Chao Tôm,$5.49,/9.88 Oz,https://www.traderjoes.com/home/products/pdp/chao-tom-077102,chao tôm
From the Freezer,Chocolate Chip Poffertjes,$3.99,/11.3 Oz,https://www.traderjoes.com/home/products/pdp/chocolate-chip-poffertjes-074074,chocolate chip poffertjes
From the Freezer,Crispy Shiitake Mushrooms,$4.99,/10.58 Oz,https://www.traderjoes.com/home/products/pdp/crispy-shiitake-mushrooms-076569,crispy shiitake mushrooms
From the Freezer,Spicy Farfalle Pasta with Italian Chicken Sausage,$3.49,/12 Oz,https://www.traderjoes.com/home/products/pdp/spicy-farfalle-pasta-with-italian-chicken-sausage-078523,spicy farfalle pasta with italian chicken sausage
From the Freezer,Teriyaki Chicken Bowl,$4.79,/11.25 Oz,https://www.traderjoes.com/home/products/pdp/teriyaki-chicken-bowl-078275,teriyaki chicken bowl
From the Freezer,Roti with Thai Red Curry,$4.29,/10.57 Oz,https://www.traderjoes.com/home/products/pdp/roti-with-thai-red-curry-076535,roti with thai red curry
From the Freezer,Mushroom Risotto,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/mushroom-risotto-033700,mushroom risotto
From the Freezer,Coffee Panna Cotta,$3.49,/7.04 Oz,https://www.traderjoes.com/home/products/pdp/coffee-panna-cotta-075292,coffee panna cotta
From the Freezer,Savory Squash Pastry Bites,$5.49,/9 Oz,https://www.traderjoes.com/home/products/pdp/savory-squash-pastry-bites-079109,savory squash pastry bites
From the Freezer,Gluten Free Cheese Pizza,$5.49,/11.6 Oz,https://www.traderjoes.com/home/products/pdp/gluten-free-cheese-pizza-078836,gluten free cheese pizza
From the Freezer,Organic Silver Dollar Pancakes,$3.49,/11.64 Oz,https://www.traderjoes.com/home/products/pdp/organic-silver-dollar-pancakes-076185,silver dollar pancakes
From the Freezer,Ginger Shrimp Lo Mein,$5.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/ginger-shrimp-lo-mein-075821,ginger shrimp lo mein
From the Freezer,Roasted Corn,$2.79,/16 Oz,https://www.traderjoes.com/home/products/pdp/roasted-corn-053155,corn
From the Freezer,Steamed Vegetable Soup Dumplings,$3.49,/6 Oz,https://www.traderjoes.com/home/products/pdp/steamed-vegetable-soup-dumplings-078424,steamed vegetable soup dumplings
From the Freezer,Bubble Waffles,$4.49,/7.05 Oz,https://www.traderjoes.com/home/products/pdp/bubble-waffles-077991,bubble waffles
From the Freezer,Panzerotti Pizza Bites,$3.99,/11.29 Oz,https://www.traderjoes.com/home/products/pdp/panzerotti-pizza-bites-075530,panzerotti pizza bites
From the Freezer,Pad See Ew,$3.79,/10 Oz,https://www.traderjoes.com/home/products/pdp/pad-see-ew-078052,pad see ew
From the Freezer,Mango Cream Bars,$3.49,/15 Fl Oz,https://www.traderjoes.com/home/products/pdp/mango-cream-bars-074869,mango cream bars
From the Freezer,Crispy Battered Calamari,$5.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/crispy-battered-calamari-076226,crispy battered calamari
From the Freezer,Mini Shrimp Bao,$4.99,/10.48 Oz,https://www.traderjoes.com/home/products/pdp/mini-shrimp-bao-076085,mini shrimp bao
From the Freezer,Organic Freezer Pops,$0.99,/15 Fl Oz,https://www.traderjoes.com/home/products/pdp/organic-freezer-pops-077797,freezer pops
From the Freezer,Salsa Verde Chicken Enchiladas,$4.99,/16.5 Oz,https://www.traderjoes.com/home/products/pdp/salsa-verde-chicken-enchiladas-076678,salsa verde chicken enchiladas
From the Freezer,Japanese Soufflé Cheesecakes,$3.49,/4.22 Oz,https://www.traderjoes.com/home/products/pdp/japanese-souffle-cheesecakes-075998,japanese soufflé cheesecakes
From the Freezer,Jumeokbap,$4.99,/10.58 Oz,https://www.traderjoes.com/home/products/pdp/jumeokbap-077515,jumeokbap
From the Freezer,Shrimp Scampi,$8.99,/13 Oz,https://www.traderjoes.com/home/products/pdp/shrimp-scampi-074951,shrimp scampi
From the Freezer,Mini Chocolate Chip Croissant Swirls,$3.99,/8.5 Oz,https://www.traderjoes.com/home/products/pdp/mini-chocolate-chip-croissant-swirls-075062,mini chocolate chip croissant swirls
From the Freezer,Japanese Style Fried Rice,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/japanese-style-fried-rice-097908,japanese style fried rice
From the Freezer,Breaded Mozzarella Cheese Sticks,$5.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/breaded-mozzarella-cheese-sticks-050209,mozzarella cheese sticks
From the Freezer,Korean Style Beef Short Ribs,$14.99,/20 Oz,https://www.traderjoes.com/home/products/pdp/korean-style-beef-short-ribs-090809,korean style beef short ribs
From the Freezer,Hot & Spicy Chicken Wings,$6.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/hot-spicy-chicken-wings-052591,hot & spicy chicken wings
From the Freezer,Chiles Rellenos con Queso,$5.99,/14.4 Oz,https://www.traderjoes.com/home/products/pdp/chiles-rellenos-con-queso-075234,chiles rellenos con queso
From the Freezer,Papas Rellenas,$4.99,/14 Oz,https://www.traderjoes.com/home/products/pdp/papas-rellenas-076125,papas rellenas
From the Freezer,Spicy Meat Pizza,$5.99,/18.34 Oz,https://www.traderjoes.com/home/products/pdp/spicy-meat-pizza-075249,spicy meat pizza
From the Freezer,Chocolate Hold the Cone! Mini Ice Cream Cones,$3.99,/7.9 Oz,https://www.traderjoes.com/home/products/pdp/chocolate-hold-the-cone-mini-ice-cream-cones-057186,chocolate hold cone ! mini ice cream cones
From the Freezer,4 Almond Croissants,$5.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/4-almond-croissants-098265,almond croissants
From the Freezer,4 Chocolate Croissants,$5.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/4-chocolate-croissants-091087,chocolate croissants
From the Freezer,Vegetable Bird's Nests,$3.99,/10.5 Oz,https://www.traderjoes.com/home/products/pdp/vegetable-birds-nests-050378,vegetable bird nests
From the Freezer,Steamed Chicken Soup Dumplings,$3.49,/6 Oz,https://www.traderjoes.com/home/products/pdp/steamed-chicken-soup-dumplings-054988,steamed chicken soup dumplings
From the Freezer,Organic Roasted Vegetable Pizza,$4.99,/16.08 Oz,https://www.traderjoes.com/home/products/pdp/organic-roasted-vegetable-pizza-054735,vegetable pizza
From the Freezer,Spaghetti Carbonara,$4.49,/16 Oz,https://www.traderjoes.com/home/products/pdp/spaghetti-carbonara-075759,spaghetti carbonara
From the Freezer,French Vanilla Ice Cream,$4.79,/1 Qt,https://www.traderjoes.com/home/products/pdp/french-vanilla-ice-cream-078576,french vanilla ice cream
From the Freezer,Chocolate Cheesecake Bites,$4.99,/8.2 Oz,https://www.traderjoes.com/home/products/pdp/chocolate-cheesecake-bites-077104,chocolate cheesecake bites
From the Freezer,Creamy Spinach & Artichoke Dip,$3.79,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/creamy-spinach-artichoke-dip-078032,creamy spinach & artichoke dip
From the Freezer,Jalapeño & Cream Cheese Crispy Wontons,$4.99,/7.5 Oz,https://www.traderjoes.com/home/products/pdp/jalapeno-cream-cheese-crispy-wontons-077452,jalapeño & cream cheese crispy wontons
From the Freezer,Garlic Shiitake Green Beans,$2.99,/10.58 Oz,https://www.traderjoes.com/home/products/pdp/garlic-shiitake-green-beans-076298,garlic shiitake green beans
From the Freezer,Baingan Bharta,$3.49,/10 Oz,https://www.traderjoes.com/home/products/pdp/baingan-bharta-095249,baingan bharta
From the Freezer,Tarte aux Champignons,$4.79,/9.52 Oz,https://www.traderjoes.com/home/products/pdp/tarte-aux-champignons-093281,tarte aux champignons
From the Freezer,Fruits & Greens Smoothie Blend,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/fruits-greens-smoothie-blend-075603,fruits & greens smoothie blend
From the Freezer,Spicy Peanutty Noodle Bowl with Chicken,$3.49,/10.8 Oz,https://www.traderjoes.com/home/products/pdp/spicy-peanutty-noodle-bowl-with-chicken-076884,spicy peanutty noodle bowl with chicken
From the Freezer,Beef Bulgogi,$11.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/beef-bulgogi-075283,beef bulgogi
From the Freezer,Meatless Breakfast Sausage Patties,$3.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/meatless-breakfast-sausage-patties-076266,meatless breakfast sausage patties
From the Freezer,Italian Tiramisu,$5.49,/13.05 Oz,https://www.traderjoes.com/home/products/pdp/italian-tiramisu-076021,italian tiramisu
From the Freezer,Family Style Meat Lasagna,$7.49,/32 Oz,https://www.traderjoes.com/home/products/pdp/family-style-meat-lasagna-095112,style meat lasagna
From the Freezer,Chicken Shawarma Bowl,$3.99,/11.3 Oz,https://www.traderjoes.com/home/products/pdp/chicken-shawarma-bowl-076705,chicken shawarma bowl
From the Freezer,Empanadas de Ropa Vieja,$5.99,/9.6 Oz,https://www.traderjoes.com/home/products/pdp/empanadas-de-ropa-vieja-076647,empanadas ropa vieja
From the Freezer,Petite Peas,$1.79,/16 Oz,https://www.traderjoes.com/home/products/pdp/petite-peas-012268,peas
From the Freezer,Herbes de Provence Potato Wedges,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/herbes-de-provence-potato-wedges-075003,herbes provence potato wedges
From the Freezer,Apple Blossoms,$2.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/apple-blossoms-090874,apple blossoms
From the Freezer,Dutch Griddle Cakes,$3.49,/14.11 Oz,https://www.traderjoes.com/home/products/pdp/dutch-griddle-cakes-074741,dutch griddle cakes
From the Freezer,Mashed Sweet Potatoes,$2.99,/18 Oz,https://www.traderjoes.com/home/products/pdp/mashed-sweet-potatoes-098293,mashed sweet potatoes
