category,product_name,price,unit,url
Cheese,Organic Plain Cream Cheese Spread,$3.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/organic-plain-cream-cheese-spread-075423
Cheese,Dairy-Free Mozzarella Style Shreds,$3.99,/7 Oz,https://www.traderjoes.com/home/products/pdp/dairy-free-mozzarella-style-shreds-066299
Cheese,Dairy-Free Cheddar Style Slices,$3.99,/7 Oz,https://www.traderjoes.com/home/products/pdp/dairy-free-cheddar-style-slices-065062
Cheese,Sliced Muenster Cheese,$4.49,/12 Oz,https://www.traderjoes.com/home/products/pdp/sliced-muenster-cheese-073329
Cheese,Burrata,$4.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/burrata-098671
Cheese,Crumbled Feta,$3.29,/6 Oz,https://www.traderjoes.com/home/products/pdp/crumbled-feta-025966
Cheese,Fresh Mozzarella Pearls,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/fresh-mozzarella-pearls-076317
Cheese,Raw Milk Cave Aged Le Gruyère,$19.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/raw-milk-cave-aged-le-gruyere-097621
Cheese,Sliced Sharp Cheddar Cheese,$4.79,/12 Oz,https://www.traderjoes.com/home/products/pdp/sliced-sharp-cheddar-cheese-077728
Cheese,Toscano Cheese with Black Pepper,$11.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/toscano-cheese-with-black-pepper-094535
Cheese,Traditional Whole Milk Ricotta Cheese,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/traditional-whole-milk-ricotta-cheese-050920
Cheese,Double Crème Brie with Truffles,$9.99,/8.5 Oz,https://www.traderjoes.com/home/products/pdp/double-creme-brie-with-truffles-093288
Cheese,Creamy Toscano Cheese Dusted with Cinnamon,$11.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/creamy-toscano-cheese-dusted-with-cinnamon-095115
Cheese,Unexpected Cheddar Cheese Spread,$4.99,/9 Oz,https://www.traderjoes.com/home/products/pdp/unexpected-cheddar-cheese-spread-074802
Cheese,Mascarpone,$3.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/mascarpone-042747
Cheese,Sliced Provolone Cheese,$4.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/sliced-provolone-cheese-079681
Cheese,Crumbled Goat Cheese,$2.99,/4 Oz,https://www.traderjoes.com/home/products/pdp/crumbled-goat-cheese-076929
Cheese,All Natural Fresh Mozzarella Cheese,$3.99,/0.5 Lb,https://www.traderjoes.com/home/products/pdp/all-natural-fresh-mozzarella-cheese-077726
Cheese,Finely Shredded Mexican Style Cheese Blend,$3.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/finely-shredded-mexican-style-cheese-blend-082338
Cheese,Quattro Formaggi,$5.49,/12 Oz,https://www.traderjoes.com/home/products/pdp/quattro-formaggi-052954
Cheese,White Stilton with Cranberries,$12.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/white-stilton-with-cranberries-068448
Cheese,Cranberry Chèvre Goat Cheese,$5.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/cranberry-chevre-goat-cheese-092966
Cheese,Raclette Sliced Cheese,$6.99,/8.8 Oz,https://www.traderjoes.com/home/products/pdp/raclette-sliced-cheese-097089
Cheese,Cheddar Cheese with Scotch Bonnet Chili Peppers,$9.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/cheddar-cheese-with-scotch-bonnet-chili-peppers-072426
Cheese,Vegan Cream Cheese Alternative,$2.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/vegan-cream-cheese-alternative-070942
Cheese,Unexpected Cheddar Cheese,$3.99,/7 Oz,https://www.traderjoes.com/home/products/pdp/unexpected-cheddar-cheese-096923
Cheese,Cheddar Cheese with Caramelized Onions,$10.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/cheddar-cheese-with-caramelized-onions-052381
Cheese,Shredded Parmesan Cheese Alternative,$3.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/shredded-parmesan-cheese-alternative-070636
Cheese,Chevre Goat Cheese,$2.99,/5 Oz,https://www.traderjoes.com/home/products/pdp/chevre-goat-cheese-019751
Cheese,Cheddar & Gruyere Mèlange Cheese,$7.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/cheddar-gruyere-melange-cheese-095552
Cheese,Shredded Lite Mozzarella Cheese,$3.99,/12 Oz,https://www.traderjoes.com/home/products/pdp/shredded-lite-mozzarella-cheese-069040
Cheese,Italian Truffle Cheese,$13.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/italian-truffle-cheese-088649
Cheese,New Zealand Sharp Cheddar Cheese,$6.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/new-zealand-sharp-cheddar-cheese-004062
Cheese,Saint André Triple Crème Brie,$13.99,/1 Lb,https://www.traderjoes.com/home/products/pdp/saint-andre-triple-creme-brie-074688
Cheese,Grated Parmesan Cheese,$2.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/grated-parmesan-cheese-069823
Cheese,Organic Shredded 3 Cheese Blend,$4.49,/8 Oz,https://www.traderjoes.com/home/products/pdp/organic-shredded-3-cheese-blend-062070
Cheese,Onion & Chive Cream Cheese Spread,$2.29,/8 Oz,https://www.traderjoes.com/home/products/pdp/onion-chive-cream-cheese-spread-062189
Cheese,Sliced New Zealand Organic Cheddar,$4.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/sliced-new-zealand-organic-cheddar-056942
Cheese,Israeli Feta,$7.99,/17.6 Oz,https://www.traderjoes.com/home/products/pdp/israeli-feta-063082
Cheese,Part Skim Ricotta Cheese,$3.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/part-skim-ricotta-cheese-061467
Cheese,Chevre with Honey,$3.29,/5 Oz,https://www.traderjoes.com/home/products/pdp/chevre-with-honey-060556
Cheese,Shredded Unexpected Cheddar Cheese,$4.99,/8 Oz,https://www.traderjoes.com/home/products/pdp/shredded-unexpected-cheddar-cheese-065191
Dairy & Eggs,Organic Sweet Cream Creamer,$2.99,/16 Fl Oz,https://www.traderjoes.com/home/products/pdp/organic-sweet-cream-creamer-080825
Dairy & Eggs,Organic Milk A2/A2,$5.99,/64 Fl Oz,https://www.traderjoes.com/home/products/pdp/organic-milk-a2a2-080971
Dairy & Eggs,Chocolate Whipped Light Cream,$4.49,/13 Oz,https://www.traderjoes.com/home/products/pdp/chocolate-whipped-light-cream-080948
Dairy & Eggs,Salted Maple Cold Foam Creamer,$4.49,/15 Oz,https://www.traderjoes.com/home/products/pdp/salted-maple-cold-foam-creamer-081671
Dairy & Eggs,Vanilla Flavored Cold Foam Creamer,$4.49,/15 Oz,https://www.traderjoes.com/home/products/pdp/vanilla-flavored-cold-foam-creamer-081528
Dairy & Eggs,Greek YogurtHoney Made with Whole Milk,$0.99,/5.3 Oz,https://www.traderjoes.com/home/products/pdp/greek-yogurthoney-made-with-whole-milk-078613
Dairy & Eggs,Greek Lowfat Yogurt Plain,$2.99,/16 Oz,https://www.traderjoes.com/home/products/pdp/greek-lowfat-yogurt-plain-086453
Dairy & Eggs,Kramer Farms Cage Free Hard-Boiled Eggs,$3.49,/9.3 Oz,https://www.traderjoes.com/home/products/pdp/kramer-farms-cage-free-hard-boiled-eggs-081451
Dairy & Eggs,"Butter with Parmesan, Garlic & Herb",$2.99,/4 Oz,https://www.traderjoes.com/home/products/pdp/butter-with-parmesan-garlic-herb-079481
Dairy & Eggs,Whipt™ Plant Based Dairy Free Whipped Coconut,$3.99,/6.5 Oz,https://www.traderjoes.com/home/products/pdp/whipt-plant-based-dairy-free-whipped-coconut-081188
Dairy & Eggs,Strained Thick & Creamy Greek Yogurt Plain,$5.49,/32 Oz,https://www.traderjoes.com/home/products/pdp/strained-thick-creamy-greek-yogurt-plain-078900
Dairy & Eggs,Vanilla & Cream Yogurt,$2.69,/16 Oz,https://www.traderjoes.com/home/products/pdp/vanilla-cream-yogurt-079506
Dairy & Eggs,Raspberries & Cream Yogurt,$2.69,/16 Oz,https://www.traderjoes.com/home/products/pdp/raspberries-cream-yogurt-079511
Dairy & Eggs,Meyer Lemon & Cream Yogurt,$2.69,/16 Oz,https://www.traderjoes.com/home/products/pdp/meyer-lemon-cream-yogurt-079508
Dairy & Eggs,Blueberries & Cream Yogurt,$2.69,/16 Oz,https://www.traderjoes.com/home/products/pdp/blueberries-cream-yogurt-079507
Dairy & Eggs,Butter with Brown Sugar & Maple Syrup,$2.99,/4 Oz,https://www.traderjoes.com/home/products/pdp/butter-with-brown-sugar-maple-syrup-079482
