title,category,url,image_url,serves,time,ingredients
Peppermint S'mores Cake,Desserts,https://www.traderjoes.com/home/recipes/peppermint-smores-cake,https://www.traderjoes.com/content/dam/trjo/recipes/pepermint-smores.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 9-12,Time 1 h,"[""1 cup TJ's Cinnamon Graham Crackers, crumbled"", ""1 cup TJ's Organic Cane Sugar"", ""2 sticks (1 cup) TJ's Unsalted Butter, melted and divided"", ""1 large TJ's Egg"", '1 cup Water', ""1 package TJ's Chocolate Peppermint Loaf & Baking Mix (seasonal)"", ""1 package TJ's Mini Marshmallows (seasonal)""]"
Cashew Chicken Lettuce Wraps,Dinner,https://www.traderjoes.com/home/recipes/cashew-chicken-lettuce-wraps,https://www.traderjoes.com/content/dam/trjo/recipes/cashew-chicken-lettuce-wraps.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-5,Time 25 mins,"[""1 tablespoon TJ's Olive Oil"", ""1 tablespoon TJ's Organic Toasted Sesame Oil"", ""1 pound TJ's Ground Chicken"", ""1 bag TJ's Diced Onions"", ""1/3 cup TJ's Soyaki"", ""2 tablespoons TJ's Soy Sauce"", ""2 tablespoons TJ's Rice Vinegar"", ""1 teaspoon TJ's Ginger, grated"", ""1 package TJ's Chile & Garlic Cashews, chopped"", ""1 tablespoon TJ's Chives, chopped"", ""1/2teaspoon TJ's salt"", ""1/2 teaspoon TJ's Ground Pepper"", ""1 head TJ's Iceberg Lettuce""]"
Peanut Butter Cup Cinnamallow Treats,Desserts,https://www.traderjoes.com/home/recipes/peanut-butter-cup-cinnamallow-treats,https://www.traderjoes.com/content/dam/trjo/context-images/57120-crunchy-cinnamon-squares-cereal-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 12,Time 15 mins,"[""TJ's Canola Oil Spray"", ""6 cups TJ's Crunchy Cinnamon Squares Cereal"", ""1 bag TJ's Marshmallows (seasonal)"", ""3 tablespoons TJ's Unsalted Butter"", ""20 TJ's Dark Chocolate Peanut Butter Cups, cut into halves""]"
Peanut Butter Cup Brownies,Desserts,https://www.traderjoes.com/home/recipes/peanut-butter-brownies,https://www.traderjoes.com/content/dam/trjo/recipes/PB-brownies.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 14-16,Time 45 mins,"[""1 package TJ's Truffle Brownie Mix"", ""2 TJ's Large Eggs"", ""1 stick TJ's Unsalted Butter"", ""1 container TJ's Peanut Butter Cups, unwrapped""]"
Strawberry Mule,Beverages,https://www.traderjoes.com/home/recipes/strawberry-mule,https://www.traderjoes.com/content/dam/trjo/recipes/494MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 5 mins,"[""2 TJ's Fresh Strawberries, roughly chopped, plus 2 whole strawberries for garnish"", ""8 ounces TJ's Brewed Ginger Beer"", ""4 ounces of your favorite TJ's Tequila"", ""Juice of 2 TJ's Limes"", ""TJ's Plain Sparkling Mineral Water""]"
Peach Slab Pie,Desserts,https://www.traderjoes.com/home/recipes/peach-slab-pie,https://www.traderjoes.com/content/dam/trjo/recipes/513MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 20,Time 1 h 40 mins,"[""2 boxes TJ's Pie Crusts, thawed"", ""4 bags TJ's Peach Slices, thawed"", ""1/2 cup TJ's Brown Sugar, plus more for sprinkling"", ""Juice of 1 TJ's Lemon"", ""1/2 teaspoon TJ's Ground Cinnamon"", ""1/4 teaspoon TJ's Ground Ginger (optional)"", ""1 TJ's Egg"", 'You will also need an 11x15-inch rimmed baking sheet']"
Salted Caramel Speculoos Milkshake,Beverages,https://www.traderjoes.com/home/recipes/salted-caramel-speculoos-milkshake,https://www.traderjoes.com/content/dam/trjo/recipes/205MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2-3,Time 10 mins,"[""4 scoops TJ's Cookie Butter Ice Cream or TJ's French Vanilla Ice Cream"", ""1 Tbsp TJ's Fleur de Sel Caramel Sauce"", ""6-8 TJ's Speculoos Cookies"", ""1/2 cup TJ's Milk"", '1/4 cup Ice', '2 Tbsp Whipped Light Cream']"
Channa Masala Pasties,Lunch,https://www.traderjoes.com/home/recipes/channa-masala-pasties,https://www.traderjoes.com/content/dam/trjo/recipes/489MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8,Time 45 mins,"[""1 package TJ's Pie Crusts, thawed according to package directions"", '2 trays TJs Channa Masala, microwaved according to package directions', ""1 TJ's Large Egg""]"
Cookie Butter Sandwich,Desserts,https://www.traderjoes.com/home/recipes/cookie-butter-dessert-sandwich,https://www.traderjoes.com/content/dam/trjo/recipes/dessert-pbj.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""2 slices TJ's Sliced French Brioche"", ""TJ's Cookie Butter"", ""TJ's Raspberry Preserves"", ""1 TJ's Banana, sliced""]"
Pizza Bagels,Lunch,https://www.traderjoes.com/home/recipes/pizza-bagels,https://www.traderjoes.com/content/dam/trjo/recipes/274MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 20 mins,"[""3 TJ's Bagels cut in half (for a total of 6)"", ""1 jar TJ's Pizza sauce"", ""1 package TJ's Shredded Mozzarella"", ""9 pieces TJ's Pepperoni"", ""4 pieces TJ's Fully Cooked Uncured Apple Smoked Bacon, chopped""]"
Peachy-Peach Bellini,Beverages,https://www.traderjoes.com/home/recipes/peachypeach-bellini,https://www.traderjoes.com/content/dam/trjo/recipes/peach-bellinis.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-5,Time 5 mins,"['1 bottle Secco Peach Bellini', ""1 cup TJ's Frozen Freestone Peach Slices"", ""TJ's Organic Mint for garnish (optional)""]"
Citrus Garlic Chicken Tacos,Lunch,https://www.traderjoes.com/home/recipes/citrus-garlic-chicken-tacos,https://www.traderjoes.com/content/dam/trjo/recipes/cuban-tacos.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 3-4,Time 15 mins,"[""1 package TJ's Cuban Style Citrus Garlic Bowl"", ""1 package TJ's Corn & Wheat Tortillas"", ""Your favorite TJ's Salsa"", ""TJ's Cilantro (for optional garnish)"", ""1 TJ's Jalapeño, sliced (for optional garnish)""]"
Chicken-less Pineapple Salad,Lunch,https://www.traderjoes.com/home/recipes/chickenless-pineapple-salad,https://www.traderjoes.com/content/dam/trjo/recipes/mandarin-orange-morsels_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"[""2 tablespoons TJ's Sunflower Oil"", ""1 bag TJ's Chickenless Mandarin Orange Morsels"", ""scant 1/3 cup TJ's Pineapple Tidbits, defrosted"", ""2/3 bag TJ's Cruciferous Crunch""]"
Oat Beverage Matcha Latte,Beverages,https://www.traderjoes.com/home/recipes/oat-beverage-matcha-latte,https://www.traderjoes.com/content/dam/trjo/recipes/non-dairy-matcha-latte.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"['1/4 cup hot water', ""1 package TJ's Matcha Green Tea Single-Serve Packages"", ""3/4 cup TJ's Non-Dairy Oat Beverage""]"
Coconut Water Smoothie,Beverages,https://www.traderjoes.com/home/recipes/coconut-water-smoothie,https://www.traderjoes.com/content/dam/trjo/recipes/337MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 5 mins,"[""1 cup TJ's Coconut Water"", ""1 cup (about 12) TJ's Organic Cut and Peeled Carrots"", ""3 TJ's Strawberries, hulled"", ""1/2 cup TJ's Frozen Pineapple Tidbits"", ""1/2 TJ's Banana, frozen"", ""1/2 cup TJ's Plain Greek Yogurt"", ""1 tsp your favorite TJ's Honey""]"
Cherry Citrus Punch,Beverages,https://www.traderjoes.com/home/recipes/cherry-citrus-punch,https://www.traderjoes.com/content/dam/trjo/recipes/459MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8-10,Time 10 mins,"[""1/2 bottle (32 ounces) TJ's Organic Lemonade"", ""1 cup TJ's Frozen Pineapple Tidbits"", ""3 cups TJ's French Sparkling Limeade, chilled"", ""2 cups TJ's 100% Cherry Juice, chilled"", ""3 cups TJ's Blanc de Blancs Sparkling wine (or TJ's Plain Sparkling Spring Water), chilled"", 'Sliced lemons and limes, for garnish (optional)']"
Chameleon Cooler,Beverages,https://www.traderjoes.com/home/recipes/chameleon-cooler,https://www.traderjoes.com/content/dam/trjo/recipes/chameleon-cooler.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 15 mins,"[""1 TJ's Acerola Juice Shot"", ""1/2 teaspoon TJ's Chia Seeds"", ""6 ounces TJ's Mango Nectar"", ""4 ounces TJ's Unsweetened Coconut Beverage"", ""2 tablespoons crumbled TJ's Freeze Dried Strawberries"", ""TJ's Lime wedge and fresh Mint, for garnish (optional)""]"
Refreshing Raspberry Lemonade,Beverages,https://www.traderjoes.com/home/recipes/refreshing-raspberry-lemonade,https://www.traderjoes.com/content/dam/trjo/context-images/37756-organic-lemonade-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 8,Time 5 mins,"['5 cups (2 packages) TJ’s Frozen Raspberries', '10 TJ’s Basil Leaves, plus more for garnish', '1 bottle TJ’s Organic Lemonade', '2 TJ’s Lemons, sliced into rounds for garnish']"
Delicata Squash Pasta Salad,Lunch,https://www.traderjoes.com/home/recipes/delicata-pasta-salad,https://www.traderjoes.com/content/dam/trjo/recipes/delicata-squash-pasta-salad.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 40 mins,"[""2 TJ's Delicata Squash, halved lenghtwise and de-seeded (or substitute 3 cups of your favorite peeled & cubed squash)"", ""1 tablespoon TJ's Olive Oil"", ""1 teaspoon TJ's Sea Salt"", ""1/2 teaspoon TJ's Pepper"", ""1 package TJ's Organic Brown Rice & Quinoa Fusilli Pasta"", ""1 package TJ's Organic Pomegranate Seeds""]"
Nutty Monkey Banana Bites,Desserts,https://www.traderjoes.com/home/recipes/nutty-monkey-banana-bites,https://www.traderjoes.com/content/dam/trjo/recipes/nutty-monkey-banana-bites.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 5,Time 5 mins,"[""1 box TJ's Gone Bananas"", ""TJ's Creamy Salted Peanut Butter"", ""TJ's Organic Unsweetened Flake Coconut""]"
Enchilada Pie,Dinner,https://www.traderjoes.com/home/recipes/enchilada-pie,https://www.traderjoes.com/content/dam/trjo/recipes/enchilada-pie.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 45 mins,"[""1 Bags TJ's Cut Butternut Squash"", ""1 Can TJ's Whole Kernel Corn, drained"", ""1 Can TJ's Organic Black Beans, drained"", ""1/2 Can TJ's Hatch Chopped Green Chiles"", ""1 1/2 Teaspoon TJ's Taco Seasoning"", ""1 1/2 Cups TJ's Enchilada Sauce divided"", ""2 Cups TJ's Shredded Fancy Mexican Style Cheese Blend divided"", ""6 TJ's Corn Tortillas"", ""3 TJ's Green Onions diced, for garnish"", ""1 ripe TJ's Avocado, diced, for garnish"", ""TJ's Sea Salt to taste""]"
Layered Salmon Quiche,Lunch,https://www.traderjoes.com/home/recipes/layered-salmon-quiche,https://www.traderjoes.com/content/dam/trjo/recipes/393MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6-8,Time 25 mins,"[""TJ's Canola Oil Spray"", ""1 (6 oz) can TJ's Wild Alaskan Pink Salmon"", ""2 Tablespoons TJ's Unbleached All Purpose Flour"", ""3/4 cup shredded TJ's Baby Swiss Cheese, divided"", ""TJ's Sea Salt Crystals"", ""TJ's Black Peppercorns"", ""TJ's Everyday Seasoning"", ""1/2 cup diced TJ's Shallots"", ""1 tablespoon TJ's Unsalted Butter"", ""5 TJ's Large Brown Eggs"", ""1/2 cup TJ's Heavy Cream"", ""1/2 cup TJ's Frozen Chopped Spinach, defrosted and water squeezed out""]"
Dairy Free Mac 'n Cheese,Dinner,https://www.traderjoes.com/home/recipes/vegan-mac-n-cheese,https://www.traderjoes.com/content/dam/trjo/recipes/500MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4-6,Time 1 h 15 mins,"[""1 package TJ's Organic Tricolor Radiatore Pasta"", ""1 1/2 cup TJ's Unsweetened Almond Beverage"", ""1 cup TJ's Raw Cashews"", ""2 cloves TJ's Garlic"", ""1/3 cup TJ's Nutritional Yeast"", ""Juice of 1/2 a TJ's Lemon"", ""1 teaspoon TJ's Turmeric Powder"", ""1/2 teaspoon TJ's Yellow Mustard"", ""1/2 teaspoon TJ's Sea Salt"", ""1/8 teaspoon TJ's Ground Black Pepper"", ""1/8 teaspoon TJ's Smoked Paprika"", '1/8 teaspoon Cayenne Pepper', ""Your favorite TJ's Olive Oil""]"
Michelada,Beverages,https://www.traderjoes.com/home/recipes/michelada,https://www.traderjoes.com/content/dam/trjo/context-images/62590-simpler-times-lager-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 10 mins,"[""TJ's Chile Lime Seasoning Blend"", ""2 TJ's Limes"", ""1-2 ounces TJ's Bloody Mary Mixer"", ""TJ's Habanero Hot Sauce"", ""1 ice-cold can TJ's Simpler Times Lager (or your favorite lager)""]"
Cookie Butter & Bacon Stuffed French Toast,Desserts,https://www.traderjoes.com/home/recipes/cookie-butter-bacon-stuffed-french-toast,https://www.traderjoes.com/content/dam/trjo/recipes/376MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 6,Time 30 mins,"['1 package Uncured Apple Smoked Bacon', ""6 Trader Joe's Butter Croissants"", ""12 Tablespoons TJ's Speculoos Cookie Butter"", ""4 large TJ's Eggs"", ""1/4 cup TJ's Whole Milk"", ""1 to 2 Tablespoons TJ's Butter"", ""TJ's Organic Midnight Moo Chocolate Flavored Syrup, to taste""]"
Mangorita!,Beverages,https://www.traderjoes.com/home/recipes/mangorita,https://www.traderjoes.com/content/dam/trjo/recipes/427MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 2,Time 10 mins,"[""1 Tbsp TJ's Chile Lime Seasoning"", ""2 TJ's Lime (1 for .5 oz juice, 1 for garnish & glass prep)"", ""1 TJ's Mango, peeled, pitted & coarsely chopped"", ""6 oz TJ's Margarita Mixer"", '4 oz Silver Tequila (optional)', '1 cup Ice']"
"Grilled Sharp Cheddar, Applewood Bacon, & Shaved Sprouts",Lunch,https://www.traderjoes.com/home/recipes/grilled-sharp-cheddar-applewood-bacon-shaved-sprouts,https://www.traderjoes.com/content/dam/trjo/recipes/417MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-2,Time 25 mins,"[""1/2 cup TJ's Shaved Brussels Sprouts, lightly sautéed"", ""2 slices TJ's Multigrain Sliced Bread or TJ's Sprouted Wheat Sourdough Bread"", ""TJ's Canola Oil Spray"", ""1/2 cup TJ's Sharp Cheddar, shredded"", ""2 slices TJ's Uncured Applewood Smoked Bacon, cooked""]"
Grilled Peach Salad,Lunch,https://www.traderjoes.com/home/recipes/grilled-peach-salad,https://www.traderjoes.com/content/dam/trjo/recipes/303MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 15 mins,"[""3 large TJ's Peaches, firm with a little give"", ""1 1/2 Tbsp TJ's Extra Virgin California Olive Oil"", ""1 bag TJ's Organic Baby Spinach"", ""1 cup diced TJ's Sliced Roast Chicken Breast with Rib Meat"", ""1/4 cup TJ's Organic Blueberries"", ""3 Tbsp TJ's Crumbled Goat Cheese"", ""1/4 cup TJ's Sliced Honey Roasted Almonds"", ""6 tablespoons TJ's Fat Free Balsamic Vinaigrette""]"
Mango Limeadita,Beverages,https://www.traderjoes.com/home/recipes/mango-limeadita,https://www.traderjoes.com/content/dam/trjo/recipes/224MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 15 mins,"[""1 Tbsp TJ's Sea Salt"", ""6 TJ's Limes, 1 sliced for garnish"", ""1/2 cup TJ's Limeade (or TJ's Organic Jalapeño Limeade, if you enjoy a kick!)"", ""3/4 cup (4 shots) TJ's Reposado Distinqt Tequila (optional)"", ""2 cups TJ's Organic Frozen Mango Chunks"", ""1 TJ's Orange, juice only"", ""1 Tbsp TJ's Agave Sweetener"", '2 cups Ice']"
"Grilled Camembert, Apple & Prosciutto",Lunch,https://www.traderjoes.com/home/recipes/grilled-camembert-apple-prosciutto,https://www.traderjoes.com/content/dam/trjo/recipes/413MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-2,Time 15 mins,"[""2 slices TJ's Cinnamon Raisin Bread"", ""TJ's Canola Oil Spray"", ""1/2 cup TJ's Camembert, rind removed"", ""4 slices (thin) TJ's Apple"", ""2 slices TJ's Prosciutto""]"
"Grilled Blue Cheese, Apricots & Spicy Pecans",Lunch,https://www.traderjoes.com/home/recipes/grilled-blue-cheese-apricots-spicy-pecans,https://www.traderjoes.com/content/dam/trjo/recipes/522MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-2,Time 15 mins,"[""I slice of your favorite TJ's Multigrain Bread"", ""1/2 cup TJ's Arugula"", ""3 Tbsp TJ's Caved Aged Blue Cheese, crumbled"", ""2 Tbsp TJ's diced Dried Apricots"", ""2 Tbsp TJ's Sweet and Spicy Pecans, chopped"", ""4 Tbsp TJ's Shredded Mozzarella Cheese""]"
Creamy Pesto Chicken & Broccoli Bow Tie Pasta,Dinner,https://www.traderjoes.com/home/recipes/creamy-pesto-chicken--broccoli-bow-tie-pasta,https://www.traderjoes.com/content/dam/trjo/recipes/creamy-pesto-chicke-and-broccoli-bowties-recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1-3,Time 25 mins,"[""1/2 bag TJ's Italian Farfalle"", ""1/2 package (4oz) TJ's Mascarpone"", ""1/3 cup TJ's Genova Pesto"", ""1 cup TJ's Grilled Chicken Strips"", ""1 cup TJ's Roasted & Salted Pecan Halves"", ""1/2 package TJ's Organic Broccoli Florets (fresh not frozen)"", ""1/2 teaspoon TJ's Salt""]"
Chocolate Dipped Raspberry Stars,Desserts,https://www.traderjoes.com/home/recipes/chocolate-dipped-raspberry-stars,https://www.traderjoes.com/content/dam/trjo/recipes/chocolate-raspberry-stars_recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 9,Time 25 mins,"[""1 box TJ's Raspberry Stars Shortbread Cookies (seasonal)"", ""1 TJ's 72% Dark Chocolate Pound Plus Bar, broken into small pieces""]"
Caprese BLT,Lunch,https://www.traderjoes.com/home/recipes/caprese-blt,https://www.traderjoes.com/content/dam/trjo/recipes/caprese-BLT.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 20 mins - 30 mins,"[""1 package TJ's Dry Rubbed Bacon OR TJ's Uncured Fully Cooked Bacon"", ""8 slices TJ's Gluten Free Whole Grain Bread"", ""1 package TJ's Fresh Pre-Sliced Mozzarella Cheese Log"", ""4 TJ's Kumato Tomatoes, sliced"", ""TJ's Fresh Basil, rinsed and dried"", ""TJ's Organic Baby Lettuce"", ""TJ's Glaze""]"
Joe's Bloody Mary,Beverages,https://www.traderjoes.com/home/recipes/joes-bloody-mary,https://www.traderjoes.com/content/dam/trjo/recipes/bloody-mary-recipe.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 10 mins,"[""TJ's Chile Lime Seasoning Blend"", ""4 ounces TJ's Bloody Mary Mixer"", ""1 1/4 ounce TJ's Vodka Of The Gods"", ""1 TJ's Lemon, sliced"", ""1 TJ's Celery Stalk, rinsed and trimmed"", ""TJ's Colossal Olives Hand Stuffed With Garlic Cloves, plus one tablespoon brine from jar (optional)""]"
Chocolate Dipped Pumpkin Pie Bites,Desserts,https://www.traderjoes.com/home/recipes/chocolate-dipped-pumpkin-pie-bites,https://www.traderjoes.com/content/dam/trjo/recipes/pumpkin-pie-bites.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 16-20,Time 20 mins,"[""1/2 of a TJ's Pound Plus 72% Dark Chocolate Bar, broken into pieces"", ""1 TJ's Pumpkin Pie, frozen for 1 hour"", 'Crunchy garnish of your choice: Sea Salt, Sliced Almonds, Sweet & Spicy Pecans, Pistachios, Sunflower Seeds...']"
Green Juice Smoothie,Beverages,https://www.traderjoes.com/home/recipes/green-juice-smoothie,https://www.traderjoes.com/content/dam/trjo/recipes/green-juice-smoothie.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""8 fl. oz. TJ's Organic Cold Pressed Green Juice Beverage"", ""1 heaping cup TJ's Frozen Pineapple Tidbits"", ""4 tablespoons TJ's Oven Toasted Old Fashioned Organic Oats"", ""2 tablespoons TJ's Organic Flaxseed Meal"", 'Handful ice cubes']"
Berry Yogurt Pops,Desserts,https://www.traderjoes.com/home/recipes/berry-yogurt-pops,https://www.traderjoes.com/content/dam/trjo/recipes/242MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 10,Time 6 h 35 mins,"[""1 large tub (32 oz) TJ's Honey Greek Yogurt (or four 8 oz tubs)"", ""1 (1 lb) container TJ's Strawberries, rinsed"", ""1 (12 oz) package TJ's Frozen Organic Blueberries"", ""1 package TJ's Organic Mint"", 'You will also need 10 wooden craft sticks and 10 small paper cups to use as molds']"
Fall Sparkler,Beverages,https://www.traderjoes.com/home/recipes/fall-sparkler,https://www.traderjoes.com/content/dam/trjo/recipes/441MainImage.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 4,Time 5 mins,"[""8 ounces TJ's Sparkling Cranberry Juice"", ""4 ounces TJ's Brewed Ginger Beer"", ""12 ounces TJ's Sparkling Apple Cider"", 'Orange slices, for garnish (optional)']"
Sparkling Sweet Tea & Bourbon Cocktail,Beverages,https://www.traderjoes.com/home/recipes/sparkling-sweet-tea-bourbon-cocktail,https://www.traderjoes.com/content/dam/trjo/context-images/68349-sparkling-peach-tea-REC-v2.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 1,Time 5 mins,"[""2 ounces TJ's Kentucky Bourbon Straight Whiskey"", ""1 squeeze TJ's Multi-Floral and Clover Honey"", ""1 can TJ's Sparkling Black Tea with Peach Juice Beverage"", ""1 TJ's Lemon Slice""]"
Chewy Chocolate Mochi Cake,Desserts,https://www.traderjoes.com/home/recipes/chewy-chocolate-mochi-cake,https://www.traderjoes.com/content/dam/trjo/recipes/chocolate-mochi-cake.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,Serves 9-16,Time 1 h,"[""TJ's Canola Oil Spray or Coconut Oil Spray"", ""1 box TJ's Mochi Cake Mix"", '1 cup water (room temperature)', ""4 tablespoons TJ's Salted Butter, melted"", ""2 TJ's Large Eggs, beaten"", ""3 tablespoons TJ's Unsweetened Cocoa Powder"", ""1 1/2 cups TJ's Semi-Sweet Chocolate Chips""]"
